Question,Answer
A square has four equal sides.,True
A rectangle has four equal sides.,False
A triangle can have only two sides of equal length.,False
An equilateral triangle has three equal sides.,True
A scalene triangle has no equal sides.,True
A right-angled triangle has one angle equal to 90°,True
A circle has no corners.,True
A polygon is a closed figure with straight sides.,True
A pentagon has six sides.,False
A hexagon has six sides.,True
A parallelogram has opposite sides parallel.,True
A rectangle has opposite sides equal and parallel.,True
A rhombus has four equal sides.,True
A rhombus always has right angles.,False
A square is a type of rectangle.,True
A square is a type of rhombus.,True
A trapezium has one pair of parallel sides.,True
A trapezium always has right angles.,False
A quadrilateral has four sides.,True
All quadrilaterals have equal sides.,False
A regular polygon has all sides and angles equal.,True
An irregular polygon has unequal sides or angles.,True
A triangle has three angles.,True
The sum of angles in a triangle is 180°,True
The sum of angles in a quadrilateral is 360°,True
All circles are similar.,True
A semicircle is half of a circle.,True
A sector is part of a circle bounded by two radii.,True
A segment is part of a circle bounded by a chord.,True
A diagonal connects two adjacent vertices.,False
A diagonal connects two non-adjacent vertices.,True
All parallelograms are rectangles.,False
All rectangles are parallelograms.,True
A kite has two pairs of equal adjacent sides.,True
A kite has all four sides equal.,False
A polygon cannot have curved sides.,True
A pentagon has five angles.,True
A hexagon has five angles.,False
A regular hexagon has six equal sides and angles.,True
A rhomboid has opposite sides parallel.,True
A rectangle has four right angles.,True
A square has four right angles.,True
A rhombus has diagonals perpendicular to each other.,True
All triangles are similar.,False
Equilateral and isosceles triangles are always similar.,False
A scalene triangle can be right-angled.,True
A circle has infinite lines of symmetry.,True
A square has four lines of symmetry.,True
A rectangle has four lines of symmetry.,False
A circle has no center.,False
A line segment has a definite length.,True
