Question,Answer
Match the following:,
A. Milk, 1. Animal product
B. Wheat, 2. Plant product
C. Egg, 3. Animal product
D. Rice, 4. Plant product
E. Fish, 5. Animal product
A-1,B-2,C-3,D-4,E-5
Match the following:,
A. Honey, 1. Produced by bees
B. Cheese, 2. Made from milk
C. Fruits, 3. Plant product
D. Meat, 4. Animal product
E. Vegetables, 5. Plant product
A-1,B-2,C-3,D-4,E-5
Match the following:,
A. Goat, 1. Provides milk
B. Cow, 2. Provides milk
C. Hen, 3. Provides eggs
D. Wheat, 4. Plant product
E. Rice, 5. Plant product
A-1,B-2,C-3,D-4,E-5
Match the following:,
A. Apple, 1. Fruit
B. Carrot, 2. Vegetable
C. Potato, 3. Vegetable
D. Banana, 4. Fruit
E. Spinach, 5. Leaf vegetable
A-1,B-2,C-3,D-4,E-5
Match the following:,
A. Cow, 1. Provides milk
B. Fish, 2. Aquatic food
C. Mango, 3. Fruit
D. Wheat, 4. Cereal
E. Egg, 5. Animal food
A-1,B-2,C-3,D-4,E-5
Match the following:,
A. Rice, 1. Cereal
B. Maize, 2. Cereal
C. Tomato, 3. Vegetable
D. Chicken, 4. Meat
E. Watermelon, 5. Fruit
A-1,B-2,C-3,D-4,E-5
Match the following:,
A. Cow milk, 1. Dairy
B. Butter, 2. Dairy
C. Fish, 3. Animal food
D. Carrot, 4. Plant food
E. Wheat, 5. Plant food
A-1,B-2,C-3,D-4,E-5
Match the following:,
A. Almond, 1. Nut
B. Pea, 2. Pulse
C. Gram, 3. Pulse
D. Coconut, 4. Nut
E. Lentil, 5. Pulse
A-1,B-2,C-3,D-4,E-5
Match the following:,
A. Butter, 1. Made from cream
B. Cheese, 2. Made from milk
C. Yogurt, 3. Dairy product
D. Honey, 4. Insect product
E. Egg, 5. Animal product
A-1,B-2,C-3,D-4,E-5
Match the following:,
A. Wheat, 1. Provides flour
B. Rice, 2. Provides grains
C. Corn, 3. Cereal
D. Sugarcane, 4. Sweetener
E. Soybean, 5. Protein source
A-1,B-2,C-3,D-4,E-5
Match the following:,
A. Chicken, 1. Meat
B. Cow milk, 2. Dairy
C. Spinach, 3. Vegetable
D. Apple, 4. Fruit
E. Honey, 5. Natural sweetener
A-1,B-2,C-3,D-4,E-5
Match the following:,
A. Fish, 1. Animal food
B. Lentil, 2. Plant food
C. Wheat, 3. Cereal
D. Mango, 4. Fruit
E. Egg, 5. Animal food
A-1,B-2,C-3,D-4,E-5
Match the following:,
A. Butter, 1. Dairy product
B. Rice, 2. Cereal
C. Carrot, 3. Vegetable
D. Chicken, 4. Meat
E. Coconut, 5. Nut
A-1,B-2,C-3,D-4,E-5
Match the following:,
A. Milk, 1. Cow
B. Eggs, 2. Hen
C. Honey, 3. Bees
D. Wheat, 4. Plant
E. Fish, 5. Animal
A-1,B-2,C-3,D-4,E-5
