Question,Answer
Match the following:,
A. Oxygen, 1. Needed for breathing
B. Carbon dioxide, 2. Used by plants for photosynthesis
C. Nitrogen, 3. Largest component of air
D. Water vapour, 4. Causes humidity
E. Dust, 5. Impurities in air
A-1,B-2,C-3,D-4,E-5
Match the following:,
A. Respiration, 1. Taking in oxygen and giving out carbon dioxide
B. Photosynthesis, 2. Process by which plants make food
C. Oxygen, 3. Supports burning
D. Carbon dioxide, 4. Released during respiration
E. Nitrogen, 5. Makes up most of air
A-1,B-2,C-3,D-4,E-5
Match the following:,
A. Living beings, 1. Need air to live
B. Plants, 2. Release oxygen
C. Animals, 3. Breathe oxygen
D. Aquatic animals, 4. Use dissolved oxygen
E. Wind, 5. Moving air
A-1,B-2,C-3,D-4,E-5
Match the following:,
A. Atmosphere, 1. Layer of air around Earth
B. Oxygen, 2. Helps in breathing
C. Carbon dioxide, 3. Used by plants
D. Nitrogen, 4. Largest part of air
E. Water vapour, 5. Causes rainfall
A-1,B-2,C-3,D-4,E-5
Match the following:,
A. Burning, 1. Needs oxygen
B. Fire extinguisher, 2. Cuts off oxygen
C. Smoke, 3. Harmful gases
D. Fresh air, 4. Healthy for breathing
E. Polluted air, 5. Causes diseases
A-1,B-2,C-3,D-4,E-5
Match the following:,
A. Air pressure, 1. Force of air
B. Inflated balloon, 2. Air inside pushes walls
C. Wind, 3. Moving air
D. Vacuum, 4. Absence of air
E. Atmosphere, 5. Air layer around Earth
A-1,B-2,C-3,D-4,E-5
Match the following:,
A. Oxygen cylinder, 1. Supplies oxygen
B. Plants, 2. Produce oxygen
C. Animals, 3. Use oxygen
D. Carbon dioxide, 4. Given out during respiration
E. Nitrogen, 5. Major part of air
A-1,B-2,C-3,D-4,E-5
Match the following:,
A. Clean air, 1. Free from pollutants
B. Smoke, 2. Pollutes air
C. Vehicle exhaust, 3. Causes air pollution
D. Trees, 4. Improve air quality
E. Mask, 5. Protects from dust
A-1,B-2,C-3,D-4,E-5
Match the following:,
A. Respiration, 1. Breathing process
B. Photosynthesis, 2. Food making process
C. Oxygen, 3. Needed for life
D. Carbon dioxide, 4. Used by plants
E. Nitrogen, 5. Largest part of air
A-1,B-2,C-3,D-4,E-5
Match the following:,
A. Windmill, 1. Uses wind energy
B. Sailboat, 2. Moves with wind
C. Kite, 3. Flies in air
D. Parachute, 4. Slows falling
E. Aeroplane, 5. Flies in air
A-1,B-2,C-3,D-4,E-5
Match the following:,
A. Oxygen, 1. Supports burning
B. Carbon dioxide, 2. Puts out fire
C. Nitrogen, 3. Does not support burning
D. Air, 4. Mixture of gases
E. Atmosphere, 5. Surrounds Earth
A-1,B-2,C-3,D-4,E-5
Match the following:,
A. Fresh air, 1. Good for health
B. Polluted air, 2. Harmful for lungs
C. Trees, 3. Give oxygen
D. Factories, 4. Cause pollution
E. Masks, 5. Protect from dust
A-1,B-2,C-3,D-4,E-5
Match the following:,
A. Moving air, 1. Wind
B. Layer around Earth, 2. Atmosphere
C. Gas for breathing, 3. Oxygen
D. Gas for plants, 4. Carbon dioxide
E. Largest gas in air, 5. Nitrogen
A-1,B-2,C-3,D-4,E-5
Match the following:,
A. Clean environment, 1. Healthy life
B. Air pollution, 2. Smoke and dust
C. Vehicles, 3. Cause pollution
D. Trees, 4. Reduce pollution
E. Factories, 5. Release smoke
A-1,B-2,C-3,D-4,E-5
Match the following:,
A. Balloon, 1. Filled with air
B. Wind, 2. Moving air
C. Oxygen, 3. Helps breathing
D. Nitrogen, 4. Largest part of air
E. Carbon dioxide, 5. Used by plants
A-1,B-2,C-3,D-4,E-5
