Question,Answer
Match the following plant parts with their function,"A. Root - 1. Absorbs water and minerals
B. Stem - 2. Supports the plant and transports water
C. Leaf - 3. Photosynthesis
D. Flower - 4. Reproduction
E. Fruit - 5. Protects seeds and aids in dispersal"
Match the following plants with their type,"A. Mango - 1. Tree
B. Sunflower - 2. Herb
C. Rose - 3. Shrub
D. Grass - 2. Herb
E. Hibiscus - 3. Shrub"
Match the following roots with type,"A. Carrot - 1. Tap Root
B. Radish - 1. Tap Root
C. Grass - 2. Fibrous Root
D. Wheat - 2. Fibrous Root
E. Onion - 1. Tap Root"
Match the following leaves with their function,"A. Spinach - 1. Photosynthesis
B. Cactus - 2. Stores water
C. Pitcher Plant - 3. Traps insects
D. Tendrils - 4. Climbing support
E. Aloe - 2. Stores water"
Match the following plants with mode of reproduction,"A. Rose - 1. Sexual (Seeds)
B. Potato - 2. Asexual (Tuber)
C. Sugarcane - 2. Asexual (Stem cutting)
D. Mango - 1. Sexual (Seeds)
E. Bryophyllum - 2. Asexual (Leaf buds)"
Match the following parts with example,"A. Stem - 1. Sugarcane
B. Root - 2. Carrot
C. Leaf - 3. Bryophyllum
D. Flower - 4. Rose
E. Fruit - 5. Mango"
Match the following plants with special adaptation,"A. Cactus - 1. Stores water
B. Pitcher Plant - 2. Insect trap
C. Sundew - 2. Insect trap
D. Banyan - 3. Aerial roots
E. Lotus - 4. Floating leaves"
Match the following flowers with type,"A. Rose - 1. Showy
B. Sunflower - 1. Showy
C. Grass Flower - 2. Non-showy
D. Wheat Flower - 2. Non-showy
E. Marigold - 1. Showy"
Match the following plant parts with method of propagation,"A. Potato - 1. Tuber
B. Sugarcane - 2. Stem cutting
C. Bryophyllum - 3. Leaf buds
D. Onion - 4. Bulb
E. Mango - 5. Seed"
Match the following leaves with type,"A. Banana - 1. Simple Leaf
B. Rose - 1. Simple Leaf
C. Neem - 1. Compound Leaf
D. Pea - 1. Compound Leaf
E. Lotus - 1. Simple Leaf"
Match the following roots with function,"A. Carrot - 1. Storage
B. Banyan - 2. Support (Aerial roots)
C. Grass - 3. Absorption
D. Pea - 3. Absorption
E. Potato - 1. Storage"
Match the following plants with environment,"A. Lotus - 1. Aquatic
B. Cactus - 2. Desert
C. Mangrove - 3. Coastal
D. Sunflower - 4. Land/Field
E. Water Lily - 1. Aquatic"
Match the following with reproductive structure,"A. Rose - 1. Flower
B. Mango - 1. Flower
C. Potato - 2. Tuber
D. Bryophyllum - 3. Leaf Buds
E. Sugarcane - 4. Stem Cutting"
Match the following fruits with type,"A. Mango - 1. Fleshy
B. Apple - 1. Fleshy
C. Coconut - 2. Dry
D. Pea - 2. Dry
E. Wheat - 2. Dry"
Match the following plants with seed dispersal method,"A. Coconut - 1. Water
B. Mango - 2. Animal
C. Sunflower - 3. Wind
D. Pea - 4. Mechanical/Ejection
E. Acacia - 2. Animal"
