Question,Answer
Match the following:,
A. Circuit, 1. Complete path for electric current
B. Conductor, 2. Material that allows current to pass
C. Insulator, 3. Material that does not allow current
D. Cell, 4. Source of electric energy
E. Battery, 5. Combination of cells
A-1,B-2,C-3,D-4,E-5
Match the following:,
A. Switch, 1. Turns current on/off
B. Bulb, 2. Produces light
C. Wire, 3. Connects components
D. Fuse, 4. Safety device
E. Ammeter, 5. Measures current
A-1,B-2,C-3,D-4,E-5
Match the following:,
A. Series circuit, 1. Components in single path
B. Parallel circuit, 2. Components in multiple paths
C. Open circuit, 3. Incomplete path
D. Closed circuit, 4. Complete path
E. Electric current, 5. Flow of electrons
A-1,B-2,C-3,D-4,E-5
Match the following:,
A. Conductor examples, 1. Copper, aluminum
B. Insulator examples, 2. Rubber, plastic
C. Battery, 3. Source of energy
D. Switch, 4. Control current
E. Bulb, 5. Converts electricity to light
A-1,B-2,C-3,D-4,E-5
Match the following:,
A. Ammeter, 1. Measures current
B. Voltmeter, 2. Measures voltage
C. Fuse, 3. Protects from excess current
D. Electric current, 4. Flow of electrons
E. Short circuit, 5. Unintended low resistance path
A-1,B-2,C-3,D-4,E-5
Match the following:,
A. Electric current, 1. Flow of charges
B. Cell, 2. Source of energy
C. Battery, 3. Combination of cells
D. Switch, 4. Turns circuit on/off
E. Bulb, 5. Converts electrical energy to light
A-1,B-2,C-3,D-4,E-5
Match the following:,
A. Series circuit, 1. Same current through all components
B. Parallel circuit, 2. Voltage same across all branches
C. Open circuit, 3. No current flows
D. Closed circuit, 4. Current flows
E. Fuse, 5. Protects devices
A-1,B-2,C-3,D-4,E-5
Match the following:,
A. Conductors, 1. Metals
B. Insulators, 2. Plastic, rubber
C. Cell, 3. Source of electric energy
D. Wire, 4. Connects circuit
E. Switch, 5. Control device
A-1,B-2,C-3,D-4,E-5
Match the following:,
A. Current, 1. Flow of electrons
B. Voltage, 2. Push that drives current
C. Resistance, 3. Opposes current
D. Short circuit, 4. Low resistance path
E. Fuse, 5. Safety device
A-1,B-2,C-3,D-4,E-5
Match the following:,
A. Series bulb, 1. Dimmer when more bulbs added
B. Parallel bulb, 2. Same brightness
C. Open switch, 3. Current stops
D. Closed switch, 4. Current flows
E. Battery, 5. Source of energy
A-1,B-2,C-3,D-4,E-5
Match the following:,
A. Ammeter, 1. Measures current
B. Voltmeter, 2. Measures potential difference
C. Conductor, 3. Copper wire
D. Insulator, 4. Rubber
E. Fuse, 5. Safety device
A-1,B-2,C-3,D-4,E-5
Match the following:,
A. Parallel circuit, 1. Multiple paths
B. Series circuit, 2. Single path
C. Open circuit, 3. Incomplete
D. Closed circuit, 4. Complete
E. Short circuit, 5. Unintended path
A-1,B-2,C-3,D-4,E-5
Match the following:,
A. Battery, 1. Combination of cells
B. Cell, 2. Single source
C. Switch, 3. Turns current on/off
D. Wire, 4. Connects circuit
E. Bulb, 5. Converts energy to light
A-1,B-2,C-3,D-4,E-5
Match the following:,
A. Conductor examples, 1. Copper
B. Insulator examples, 2. Plastic
C. Fuse, 3. Safety device
D. Ammeter, 4. Measures current
E. Voltmeter, 5. Measures voltage
A-1,B-2,C-3,D-4,E-5
Match the following:,
A. Electric energy, 1. From batteries
B. Current, 2. Flow of electrons
C. Voltage, 3. Push for current
D. Resistance, 4. Opposes flow
E. Short circuit, 5. Hazardous low-resistance path
A-1,B-2,C-3,D-4,E-5
