Question,Answer
Match the following sources of water with type,"A. River - 1. Surface Water
B. Well - 2. Groundwater
C. Pond - 1. Surface Water
D. Tube Well - 2. Groundwater
E. Rain - 3. Precipitation"
Match the following water states with example,"A. Solid - 1. Ice
B. Liquid - 2. Water
C. Gas - 3. Water Vapour
D. Steam - 3. Gas
E. Snow - 1. Solid"
Match the following processes with definition,"A. Evaporation - 1. Liquid to Gas
B. Condensation - 2. Gas to Liquid
C. Freezing - 3. Liquid to Solid
D. Melting - 4. Solid to Liquid
E. Precipitation - 5. Rain, Snow, Hail"
Match the following water cycle steps with example,"A. Evaporation - 1. Water from sea turns into vapour
B. Condensation - 2. Formation of clouds
C. Precipitation - 3. Rainfall
D. Collection - 4. Water in rivers and lakes
E. Transpiration - 5. Water vapour from plants"
Match the following sources with water type,"A. Sea - 1. Salty Water
B. River - 2. Fresh Water
C. Well - 2. Fresh Water
D. Pond - 2. Fresh Water
E. Ocean - 1. Salty Water"
Match the following methods with purpose,"A. Boiling - 1. Kills germs
B. Filtration - 2. Removes insoluble impurities
C. Sedimentation - 3. Settles heavy impurities
D. Decantation - 4. Pouring out clear water
E. Chlorination - 5. Disinfects water"
Match the following uses of water with activity,"A. Drinking - 1. Domestic Use
B. Irrigation - 2. Agriculture
C. Cooling in Power Plants - 3. Industrial Use
D. Washing Clothes - 1. Domestic Use
E. Hydropower - 4. Electricity Generation"
Match the following water bodies with example,"A. Glacier - 1. Frozen Water Store
B. Reservoir - 2. Man-made Water Storage
C. Lake - 3. Natural Fresh Water Body
D. Ocean - 4. Large Salty Water Body
E. River - 5. Flowing Fresh Water"
Match the following terms with meaning,"A. Potable Water - 1. Safe for Drinking
B. Water Scarcity - 2. Shortage of Water
C. Drought - 3. Long period without rain
D. Flood - 4. Excess of Water
E. Conservation - 5. Saving Water"
Match the following practices with effect,"A. Rainwater Harvesting - 1. Recharges Groundwater
B. Overuse of Water - 2. Causes Scarcity
C. Leakage in Pipes - 2. Wastage of Water
D. Planting Trees - 3. Maintains Water Cycle
E. Cleaning Water Bodies - 4. Reduces Pollution"
Match the following impurities with type,"A. Sand - 1. Insoluble Impurity
B. Mud - 1. Insoluble Impurity
C. Salt - 2. Soluble Impurity
D. Sugar - 2. Soluble Impurity
E. Leaves - 1. Insoluble Impurity"
Match the following water conservation methods with example,"A. Turn off tap while brushing - 1. Saves Water
B. Drip Irrigation - 2. Efficient Water Use in Farming
C. Fixing Leaks - 1. Saves Water
D. Reuse of Grey Water - 3. Reuse Water
E. Rainwater Harvesting - 4. Collects Rainwater"
Match the following changes with temperature,"A. Ice to Water - 1. Melting
B. Water to Vapour - 2. Evaporation
C. Vapour to Water - 3. Condensation
D. Water to Ice - 4. Freezing
E. Cloud to Rain - 5. Precipitation"
Match the following water-related disasters with cause,"A. Flood - 1. Excess Rainfall
B. Drought - 2. Lack of Rainfall
C. Water Pollution - 3. Waste Discharge
D. Scarcity - 4. Overuse of Water
E. Soil Erosion - 5. Heavy Flow of Water"
Match the following with sources of pollution,"A. Factory Waste - 1. Industrial Pollution
B. Sewage - 2. Domestic Waste
C. Pesticides - 3. Agricultural Pollution
D. Plastic Waste - 4. Solid Waste
E. Oil Spill - 5. Marine Pollution"
