Question,Answer
Match the following sources with type,"A. Sun - 1. Natural Source
B. Candle - 2. Artificial Source
C. Electric Bulb - 2. Artificial Source
D. Firefly - 1. Natural Source
E. Torch - 2. Artificial Source"
Match the following objects with type of shadow,"A. Tree - 1. Opaque
B. Glass - 2. Transparent
C. Curtain - 3. Translucent
D. Stone - 1. Opaque
E. Plastic Sheet - 3. Translucent"
Match the following reflection types with example,"A. Plane Mirror - 1. Bathroom Mirror
B. Concave Mirror - 2. Makeup Mirror
C. Convex Mirror - 3. Vehicle Side Mirror
D. Water Surface - 4. Plane Reflection
E. Spoon (Inner Side) - 2. Concave Reflection"
Match the following terms with definition,"A. Reflection - 1. Bouncing Back of Light
B. Shadow - 2. Dark Shape formed by obstruction
C. Transparent - 3. Lets light pass through completely
D. Translucent - 4. Lets light pass partially
E. Opaque - 5. Does not let light pass through"
Match the following objects with shadow type,"A. Glass - 1. No Shadow / Transparent
B. Wax Paper - 2. Faint Shadow / Translucent
C. Book - 3. Dark Shadow / Opaque
D. Wall - 3. Dark Shadow / Opaque
E. Plastic Sheet - 2. Faint Shadow / Translucent"
Match the following mirrors with characteristic,"A. Plane Mirror - 1. Upright, Same Size Image
B. Concave Mirror - 2. Magnified or Real Image
C. Convex Mirror - 3. Diminished, Virtual Image
D. Spoon (Outer Side) - 3. Convex
E. Vehicle Side Mirror - 3. Convex"
Match the following light terms with example,"A. Transparent - 1. Glass Window
B. Translucent - 2. Frosted Glass
C. Opaque - 3. Book
D. Reflection - 4. Mirror
E. Shadow - 5. Umbrella Blocking Sun"
Match the following mirrors with use,"A. Plane Mirror - 1. Daily Grooming
B. Concave Mirror - 2. Headlights, Makeup Mirror
C. Convex Mirror - 3. Vehicle Rear View
D. Water Surface - 1. Reflection
E. Spoon (Concave) - 2. Magnified Reflection"
Match the following shadow terms with definition,"A. Umbra - 1. Darkest Part of Shadow
B. Penumbra - 2. Lighter Part of Shadow
C. Eclipse - 3. Blocking of Sun or Moon
D. Transparent Object - 4. No Shadow
E. Translucent Object - 5. Partial Shadow"
Match the following objects with light behavior,"A. Mirror - 1. Reflection
B. Glass - 2. Transmission
C. Wall - 3. Absorption
D. Black Cloth - 3. Absorption
E. Water - 2. Transmission"
Match the following mirrors with image type,"A. Plane Mirror - 1. Virtual, Upright
B. Concave Mirror - 2. Real or Virtual, Magnified
C. Convex Mirror - 3. Virtual, Diminished
D. Spoon (Inner) - 2. Concave
E. Vehicle Side Mirror - 3. Convex"
Match the following light phenomena with example,"A. Reflection - 1. Mirror
B. Refraction - 2. Straw in Water Appears Bent
C. Dispersion - 3. Rainbow
D. Absorption - 4. Black Cloth Heating
E. Transmission - 5. Glass Window"
Match the following objects with type of light pass,"A. Glass - 1. Transparent
B. Wax Paper - 2. Translucent
C. Brick Wall - 3. Opaque
D. Water - 1. Transparent
E. Frosted Glass - 2. Translucent"
Match the following phenomena with definition,"A. Shadow - 1. Dark area due to obstruction
B. Reflection - 2. Bouncing back of light
C. Transparent - 3. Light passes completely
D. Translucent - 4. Light passes partially
E. Opaque - 5. No light passes through"
Match the following mirror types with feature,"A. Plane - 1. Same size image
B. Concave - 2. Magnified or Real
C. Convex - 3. Diminished Image
D. Vehicle Side Mirror - 3. Convex
E. Spoon (Inner) - 2. Concave"
