Question,Answer
Match the nutrients with their main function,"A. Carbohydrates - 1. Provide Energy
B. Proteins - 2. Growth and Repair
C. Fats - 3. Energy and Insulation
D. Vitamins - 4. Body Protection and Health
E. Minerals - 5. Body Function and Strength"
Match the following foods with the nutrient they are rich in,"A. Rice - 1. Carbohydrates
B. Fish - 2. Proteins
C. Butter - 3. Fats
D. Orange - 4. Vitamins
E. Spinach - 5. Minerals"
Match the following vitamins with their sources,"A. Vitamin A - 1. Carrot
B. Vitamin C - 2. Orange
C. Vitamin D - 3. Sunlight / Fish
D. Vitamin K - 4. Green Leafy Vegetables
E. Vitamin B - 5. Whole Grains"
Match the following nutrients with deficiency disease,"A. Protein - 1. Kwashiorkor
B. Vitamin C - 2. Scurvy
C. Vitamin D - 3. Rickets
D. Iron - 4. Anaemia
E. Iodine - 5. Goitre"
Match the following foods with their main nutrient,"A. Milk - 2. Protein
B. Cheese - 2. Protein
C. Oil - 3. Fats
D. Bread - 1. Carbohydrates
E. Lemon - 4. Vitamins"
Match the following minerals with their function,"A. Calcium - 1. Strong Bones and Teeth
B. Iron - 2. Produces Hemoglobin
C. Iodine - 3. Thyroid Function
D. Sodium - 4. Maintains Water Balance
E. Phosphorus - 5. Energy Release and Bones"
Match the following foods with deficiency symptoms,"A. Lemon - 1. Scurvy
B. Carrot - 2. Night Blindness
C. Milk - 3. Rickets
D. Salt with Iodine - 4. Goitre
E. Spinach - 5. Anaemia"
Match the following macronutrients with their energy value,"A. Carbohydrates - 1. 4 kcal/g
B. Proteins - 1. 4 kcal/g
C. Fats - 2. 9 kcal/g
D. Water - 3. 0 kcal/g
E. Fiber - 3. 0 kcal/g"
Match the following foods with their type of nutrient,"A. Potato - 1. Carbohydrate
B. Egg - 2. Protein
C. Butter - 3. Fat
D. Apple - 4. Vitamins
E. Spinach - 5. Minerals"
Match the following fiber sources with their type,"A. Wheat - 1. Soluble Fiber
B. Beans - 1. Soluble Fiber
C. Oats - 1. Soluble Fiber
D. Vegetables - 2. Insoluble Fiber
E. Fruits - 2. Insoluble Fiber"
Match the following deficiency diseases with nutrient,"A. Rickets - 1. Vitamin D
B. Scurvy - 2. Vitamin C
C. Night Blindness - 3. Vitamin A
D. Anaemia - 4. Iron
E. Goitre - 5. Iodine"
Match the following nutrients with their role,"A. Proteins - 1. Build and Repair Body Tissues
B. Carbohydrates - 2. Provide Energy
C. Fats - 3. Energy and Protection
D. Vitamins - 4. Protect Against Diseases
E. Minerals - 5. Maintain Body Functions"
Match the following foods with their macronutrient,"A. Rice - 1. Carbohydrate
B. Chicken - 2. Protein
C. Oil - 3. Fat
D. Cheese - 2. Protein
E. Banana - 1. Carbohydrate"
Match the following vitamins with their benefits,"A. Vitamin A - 1. Good Vision
B. Vitamin D - 2. Strong Bones
C. Vitamin C - 3. Immunity
D. Vitamin K - 4. Blood Clotting
E. Vitamin B - 5. Energy Metabolism"
Match the following minerals with their source,"A. Calcium - 1. Milk and Cheese
B. Iron - 2. Spinach and Red Meat
C. Iodine - 3. Iodised Salt
D. Phosphorus - 4. Fish and Eggs
E. Sodium - 5. Table Salt"
