Question,Answer
Match the following:,
A. Distance, 1. How far an object has moved
B. Displacement, 2. Shortest path between initial and final point
C. Speed, 3. Distance travelled per unit time
D. Velocity, 4. Displacement per unit time in a direction
E. Time, 5. Duration of motion
A-1,B-2,C-3,D-4,E-5
Match the following:,
A. Motion, 1. Change in position of an object
B. Uniform motion, 2. Moves equal distances in equal time
C. Non-uniform motion, 3. Moves unequal distances in equal time
D. Instantaneous speed, 4. Speed at a particular moment
E. Average speed, 5. Total distance divided by total time
A-1,B-2,C-3,D-4,E-5
Match the following:,
A. Meter, 1. Unit of length
B. Kilometer, 2. 1000 meters
C. Centimeter, 3. 1/100 meter
D. Millimeter, 4. 1/1000 meter
E. Hour, 5. Unit of time
A-1,B-2,C-3,D-4,E-5
Match the following:,
A. Speed = Distance ÷ Time, 1. Formula for speed
B. Velocity = Displacement ÷ Time, 2. Formula for velocity
C. Distance, 3. Scalar quantity
D. Displacement, 4. Vector quantity
E. Time, 5. Measured in seconds
A-1,B-2,C-3,D-4,E-5
Match the following:,
A. Uniform speed, 1. Equal distance in equal time
B. Non-uniform speed, 2. Unequal distance in equal time
C. Car, 3. Vehicle in motion
D. Train, 4. Vehicle in motion
E. Clock, 5. Measures time
A-1,B-2,C-3,D-4,E-5
Match the following:,
A. 1 km, 1. 1000 meters
B. 1 m, 2. 100 cm
C. 1 cm, 3. 10 mm
D. 1 mm, 4. 0.001 m
E. 1 hour, 5. 60 minutes
A-1,B-2,C-3,D-4,E-5
Match the following:,
A. Motion along a straight line, 1. Linear motion
B. Motion in a circle, 2. Circular motion
C. Motion of hands of clock, 3. Circular motion
D. Motion of car on road, 4. Linear motion
E. Motion of planets, 5. Curved motion
A-1,B-2,C-3,D-4,E-5
Match the following:,
A. Scalar quantity, 1. Only magnitude
B. Vector quantity, 2. Magnitude and direction
C. Speed, 3. Scalar
D. Velocity, 4. Vector
E. Distance, 5. Scalar
A-1,B-2,C-3,D-4,E-5
Match the following:,
A. Stopwatch, 1. Measures time
B. Odometer, 2. Measures distance
C. Measuring tape, 3. Measures length
D. Speedometer, 4. Measures speed
E. Ruler, 5. Measures small distances
A-1,B-2,C-3,D-4,E-5
Match the following:,
A. Displacement zero, 1. Returns to starting point
B. Distance travelled, 2. Total path length
C. Uniform motion example, 3. Car moving at 60 km/h
D. Non-uniform motion example, 4. Car in city traffic
E. Instantaneous speed example, 5. Speed at traffic signal
A-1,B-2,C-3,D-4,E-5
Match the following:,
A. Time interval, 1. Difference between two times
B. Relative motion, 2. Motion compared with another object
C. Rest, 3. No change in position
D. Fastest motion, 4. High speed
E. Slowest motion, 5. Low speed
A-1,B-2,C-3,D-4,E-5
Match the following:,
A. Measuring wheel, 1. Measures long distances
B. Meter scale, 2. Measures short lengths
C. Speedometer, 3. Measures speed of vehicle
D. Clock, 4. Measures time
E. Stopwatch, 5. Measures precise time
A-1,B-2,C-3,D-4,E-5
Match the following:,
A. Car travels 60 km in 2 hours, 1. Average speed = 30 km/h
B. Train travels 120 km in 2 hours, 2. Average speed = 60 km/h
C. Person walking 5 m in 5 s, 3. Speed = 1 m/s
D. Runner covers 100 m in 10 s, 4. Speed = 10 m/s
E. Bicycle at 15 km/h, 5. Speed given
A-1,B-2,C-3,D-4,E-5
Match the following:,
A. Positive direction, 1. Forward motion
B. Negative direction, 2. Backward motion
C. Velocity, 3. Speed with direction
D. Scalar, 4. Magnitude only
E. Displacement, 5. Shortest path with direction
A-1,B-2,C-3,D-4,E-5
