Question,Answer
Match the following waste types with example,"A. Biodegradable - 1. Vegetable Peels
B. Non-biodegradable - 2. Plastic Bag
C. Recyclable - 3. Paper
D. Hazardous Waste - 4. Used Battery
E. E-waste - 5. Old Mobile Phone"
Match the following methods of waste management with meaning,"A. Reduce - 1. Use Less
B. Reuse - 2. Use Again
C. Recycle - 3. Convert Waste into New Products
D. Composting - 4. Making Manure from Waste
E. Landfill - 5. Dumping Waste Safely"
Match the following wastes with category,"A. Kitchen Waste - 1. Biodegradable
B. Plastic Bottle - 2. Non-biodegradable
C. Newspaper - 3. Recyclable
D. Broken Glass - 4. Non-biodegradable
E. Medical Waste - 5. Hazardous"
Match the following materials with time taken to decompose,"A. Vegetable Peels - 1. Few Weeks
B. Paper - 2. Few Months
C. Plastic - 3. Hundreds of Years
D. Glass - 4. Thousands of Years
E. Cloth (Cotton) - 2. Few Months"
Match the following waste with correct disposal method,"A. Biodegradable Waste - 1. Compost Pit
B. Plastic Waste - 2. Recycling Bin
C. Hazardous Waste - 3. Special Treatment
D. E-waste - 4. Authorized Collection Center
E. Glass Bottles - 2. Recycling Bin"
Match the following with harmful effects of waste,"A. Plastic Litter - 1. Harms Animals
B. Open Garbage Dump - 2. Breeds Mosquitoes
C. Burning Waste - 3. Causes Air Pollution
D. Chemical Waste - 4. Water Pollution
E. E-waste - 5. Toxic Metals in Soil"
Match the following with compostable items,"A. Fruit Peels - 1. Compostable
B. Dry Leaves - 1. Compostable
C. Plastic Wrapper - 2. Non-compostable
D. Glass - 2. Non-compostable
E. Paper - 1. Compostable"
Match the following bins with waste type,"A. Green Bin - 1. Wet/Biodegradable Waste
B. Blue Bin - 2. Dry/Recyclable Waste
C. Red Bin - 3. Hazardous Waste
D. Black Bin - 4. General Waste
E. Yellow Bin - 5. Biomedical Waste"
Match the following waste management practices with benefit,"A. Composting - 1. Produces Manure
B. Recycling - 2. Saves Resources
C. Reducing Waste - 3. Less Pollution
D. Reusing Items - 4. Saves Money
E. Segregation at Source - 5. Easier Recycling"
Match the following items with category,"A. Banana Peel - 1. Biodegradable
B. Tin Can - 2. Recyclable
C. Plastic Straw - 3. Non-biodegradable
D. Used Syringe - 4. Hazardous Waste
E. Old Laptop - 5. E-waste"
Match the following with causes of garbage problem,"A. Overconsumption - 1. More Waste Generation
B. Plastic Packaging - 2. Non-biodegradable Waste
C. Lack of Segregation - 3. Difficult Recycling
D. Open Dumping - 4. Health Hazards
E. Poor Waste Management - 5. Pollution"
Match the following waste with impact,"A. Plastic in Oceans - 1. Harms Marine Life
B. Garbage Burning - 2. Air Pollution
C. Leachate from Dumps - 3. Groundwater Pollution
D. Littering - 4. Unclean Surroundings
E. E-waste Dumping - 5. Toxic Chemicals"
Match the following with correct practice at home,"A. Separate Wet and Dry Waste - 1. Proper Segregation
B. Compost Kitchen Waste - 2. Organic Recycling
C. Use Cloth Bags - 3. Reduce Plastic
D. Repair Old Items - 4. Reuse
E. Donate Old Clothes - 5. Reduce Waste"
Match the following waste items with disposal,"A. Expired Medicines - 1. Hazardous Waste Disposal
B. Broken Glass - 2. Recycling with Care
C. Food Waste - 3. Composting
D. Plastic Bottles - 4. Recycling
E. Used Batteries - 1. Hazardous Waste Disposal"
Match the following terms with meaning,"A. Biodegradable - 1. Can be decomposed by microbes
B. Non-biodegradable - 2. Cannot be decomposed easily
C. Recycling - 3. Making new products from waste
D. Compost - 4. Organic manure from waste
E. Landfill - 5. Place to dump waste"
