Question,Answer
Match the following:,
A. Melting, 1. Solid to liquid
B. Freezing, 2. Liquid to solid
C. Evaporation, 3. Liquid to gas
D. Condensation, 4. Gas to liquid
E. Sublimation, 5. Solid to gas directly
A-1,B-2,C-3,D-4,E-5
Match the following:,
A. Ice to water, 1. Melting
B. Water to ice, 2. Freezing
C. Water to steam, 3. Evaporation
D. Steam to water, 4. Condensation
E. Camphor, 5. Sublimation
A-1,B-2,C-3,D-4,E-5
Match the following:,
A. Rusting, 1. Chemical change
B. Burning, 2. Chemical change
C. Dissolving sugar, 3. Physical change
D. Cutting paper, 4. Physical change
E. Melting butter, 5. Physical change
A-1,B-2,C-3,D-4,E-5
Match the following:,
A. Cutting fruits, 1. Physical change
B. Cooking food, 2. Chemical change
C. Burning wood, 3. Chemical change
D. Ice cream melting, 4. Physical change
E. Ripening of fruit, 5. Chemical change
A-1,B-2,C-3,D-4,E-5
Match the following:,
A. Evaporation, 1. Water becomes vapor
B. Condensation, 2. Vapor becomes liquid
C. Freezing, 3. Water becomes ice
D. Melting, 4. Ice becomes water
E. Sublimation, 5. Solid camphor becomes gas
A-1,B-2,C-3,D-4,E-5
Match the following:,
A. Burning paper, 1. Chemical change
B. Dissolving salt, 2. Physical change
C. Boiling water, 3. Physical change
D. Rusting iron, 4. Chemical change
E. Melting chocolate, 5. Physical change
A-1,B-2,C-3,D-4,E-5
Match the following:,
A. Cutting hair, 1. Physical change
B. Cooking egg, 2. Chemical change
C. Melting ice, 3. Physical change
D. Ripening mango, 4. Chemical change
E. Folding paper, 5. Physical change
A-1,B-2,C-3,D-4,E-5
Match the following:,
A. Ice cream melting, 1. Physical change
B. Candle burning, 2. Chemical change
C. Dissolving sugar, 3. Physical change
D. Rusting of nail, 4. Chemical change
E. Chopping vegetables, 5. Physical change
A-1,B-2,C-3,D-4,E-5
Match the following:,
A. Rusting, 1. Chemical change
B. Ripening of fruits, 2. Chemical change
C. Ice melting, 3. Physical change
D. Water boiling, 4. Physical change
E. Cutting cloth, 5. Physical change
A-1,B-2,C-3,D-4,E-5
Match the following:,
A. Sugar dissolving, 1. Physical change
B. Egg frying, 2. Chemical change
C. Melting wax, 3. Physical change
D. Iron rusting, 4. Chemical change
E. Paper tearing, 5. Physical change
A-1,B-2,C-3,D-4,E-5
Match the following:,
A. Boiling water, 1. Physical change
B. Burning wood, 2. Chemical change
C. Ice melting, 3. Physical change
D. Rusting iron, 4. Chemical change
E. Chopping vegetables, 5. Physical change
A-1,B-2,C-3,D-4,E-5
Match the following:,
A. Candle burning, 1. Chemical change
B. Water freezing, 2. Physical change
C. Dissolving salt, 3. Physical change
D. Cooking rice, 4. Chemical change
E. Melting butter, 5. Physical change
A-1,B-2,C-3,D-4,E-5
Match the following:,
A. Camphor, 1. Sublimation
B. Ice, 2. Melting
C. Water, 3. Evaporation
D. Steam, 4. Condensation
E. Iron rusting, 5. Chemical change
A-1,B-2,C-3,D-4,E-5
Match the following:,
A. Cooking food, 1. Chemical change
B. Boiling water, 2. Physical change
C. Burning coal, 3. Chemical change
D. Cutting vegetables, 4. Physical change
E. Melting ice, 5. Physical change
A-1,B-2,C-3,D-4,E-5
Match the following:,
A. Water vapor, 1. Gas
B. Ice cube, 2. Solid
C. Milk, 3. Liquid
D. Candle burning, 4. Chemical change
E. Sugar dissolving, 5. Physical change
A-1,B-2,C-3,D-4,E-5
