Question,Answer
Match the following:,
A. Magnet, 1. Object that attracts iron
B. Magnetic material, 2. Iron, nickel, cobalt
C. Non-magnetic material, 3. Wood, plastic, glass
D. Pole, 4. End of a magnet
E. Attraction, 5. Pulling force
A-1,B-2,C-3,D-4,E-5
Match the following:,
A. North pole, 1. Points towards north
B. South pole, 2. Points towards south
C. Like poles, 3. Repel each other
D. Unlike poles, 4. Attract each other
E. Magnetic field, 5. Area around magnet where force acts
A-1,B-2,C-3,D-4,E-5
Match the following:,
A. Temporary magnet, 1. Magnetized for short time
B. Permanent magnet, 2. Stays magnetized
C. Bar magnet, 3. Rectangular shape
D. Horseshoe magnet, 4. U-shape
E. Compass, 5. Shows direction
A-1,B-2,C-3,D-4,E-5
Match the following:,
A. Magnetic needle, 1. Used in compass
B. Lodestone, 2. Natural magnet
C. Electromagnet, 3. Magnet made using electric current
D. Solenoid, 4. Coil of wire
E. Attraction, 5. Pulling force of magnet
A-1,B-2,C-3,D-4,E-5
Match the following:,
A. Magnetic material, 1. Iron
B. Non-magnetic material, 2. Plastic
C. Repulsion, 3. Like poles push
D. Attraction, 4. Unlike poles pull
E. Magnetic field, 5. Space around magnet where force acts
A-1,B-2,C-3,D-4,E-5
Match the following:,
A. Bar magnet, 1. Rectangular magnet
B. Horseshoe magnet, 2. U-shaped magnet
C. Temporary magnet, 3. Short-lived magnet
D. Permanent magnet, 4. Long-lasting magnet
E. Compass, 5. Direction indicator
A-1,B-2,C-3,D-4,E-5
Match the following:,
A. Electromagnet, 1. Current + coil + iron
B. Solenoid, 2. Coil of wire
C. Magnetic needle, 3. Shows direction
D. North pole, 4. Points to geographic north
E. South pole, 5. Points to geographic south
A-1,B-2,C-3,D-4,E-5
Match the following:,
A. Like poles, 1. Repel
B. Unlike poles, 2. Attract
C. Magnetic field, 3. Force around magnet
D. Compass needle, 4. Aligns with field
E. Magnetized iron, 5. Becomes magnet temporarily
A-1,B-2,C-3,D-4,E-5
Match the following:,
A. Temporary magnet, 1. Magnetized for short time
B. Permanent magnet, 2. Retains magnetism
C. Bar magnet, 3. Rectangular shape
D. Horseshoe magnet, 4. U-shape
E. Lodestone, 5. Natural magnet
A-1,B-2,C-3,D-4,E-5
Match the following:,
A. Iron nail + magnet, 1. Becomes temporary magnet
B. Paper, 2. Non-magnetic
C. Compass, 3. Shows direction
D. North pole, 4. Geographic north
E. South pole, 5. Geographic south
A-1,B-2,C-3,D-4,E-5
Match the following:,
A. Electromagnet use, 1. Lifting heavy objects
B. Compass use, 2. Navigation
C. Bar magnet use, 3. Classroom experiments
D. Horseshoe magnet use, 4. Picking up nails
E. Lodestone use, 5. Natural magnetism
A-1,B-2,C-3,D-4,E-5
Match the following:,
A. Attraction, 1. Pulling force
B. Repulsion, 2. Pushing force
C. Magnetic material, 3. Iron, cobalt, nickel
D. Non-magnetic material, 4. Plastic, wood
E. Magnetic field, 5. Area of influence
A-1,B-2,C-3,D-4,E-5
Match the following:,
A. Bar magnet poles, 1. North & South
B. Horseshoe poles, 2. North & South
C. Compass needle, 3. Aligns with Earth’s field
D. Electromagnet, 4. Temporary magnet using current
E. Lodestone, 5. Natural magnet
A-1,B-2,C-3,D-4,E-5
Match the following:,
A. Magnetic field lines, 1. Show direction of magnetic force
B. Strength of magnet, 2. Stronger near poles
C. Repulsion, 3. Like poles
D. Attraction, 4. Unlike poles
E. Temporary magnet, 5. Loses magnetism when removed from magnet
A-1,B-2,C-3,D-4,E-5
Match the following:,
A. Electromagnet components, 1. Coil + iron + current
B. Solenoid, 2. Coil of wire
C. Compass, 3. Shows direction
D. Horseshoe magnet, 4. Picks heavy nails
E. Lodestone, 5. Naturally magnetic rock
A-1,B-2,C-3,D-4,E-5
