Question,Answer
Match the following:,
A. Habitat, 1. Place where an organism lives
B. Population, 2. Group of same species in an area
C. Community, 3. Different populations living together
D. Ecosystem, 4. Community and environment together
E. Niche, 5. Role of organism in ecosystem
A-1,B-2,C-3,D-4,E-5
Match the following:,
A. Producer, 1. Makes own food (plants)
B. Consumer, 2. Eats other organisms
C. Herbivore, 3. Eats plants
D. Carnivore, 4. Eats animals
E. Omnivore, 5. Eats plants and animals
A-1,B-2,C-3,D-4,E-5
Match the following:,
A. Decomposer, 1. Breaks down dead matter
B. Earthworm, 2. Decomposer
C. Fungi, 3. Decomposer
D. Lion, 4. Carnivore
E. Cow, 5. Herbivore
A-1,B-2,C-3,D-4,E-5
Match the following:,
A. Pond, 1. Aquatic ecosystem
B. Forest, 2. Terrestrial ecosystem
C. Desert, 3. Arid ecosystem
D. Grassland, 4. Open land with grasses
E. Ocean, 5. Aquatic ecosystem
A-1,B-2,C-3,D-4,E-5
Match the following:,
A. Food chain, 1. Sequence of eating
B. Food web, 2. Interconnected food chains
C. Predator, 3. Hunts other animals
D. Prey, 4. Gets hunted
E. Decomposer, 5. Recycles nutrients
A-1,B-2,C-3,D-4,E-5
Match the following:,
A. Tree, 1. Producer
B. Grasshopper, 2. Herbivore
C. Frog, 3. Carnivore
D. Snake, 4. Carnivore
E. Hawk, 5. Carnivore
A-1,B-2,C-3,D-4,E-5
Match the following:,
A. Habitat of fish, 1. Water
B. Habitat of camel, 2. Desert
C. Habitat of tiger, 3. Forest
D. Habitat of sparrow, 4. Trees
E. Habitat of earthworm, 5. Soil
A-1,B-2,C-3,D-4,E-5
Match the following:,
A. Lion, 1. Carnivore
B. Cow, 2. Herbivore
C. Bear, 3. Omnivore
D. Eagle, 4. Carnivore
E. Goat, 5. Herbivore
A-1,B-2,C-3,D-4,E-5
Match the following:,
A. Producers, 1. Plants
B. Primary consumers, 2. Herbivores
C. Secondary consumers, 3. Carnivores
D. Tertiary consumers, 4. Top predators
E. Decomposers, 5. Break down dead organisms
A-1,B-2,C-3,D-4,E-5
Match the following:,
A. Desert, 1. Low rainfall
B. Rainforest, 2. High rainfall
C. Grassland, 3. Moderate rainfall
D. Pond, 4. Freshwater
E. Ocean, 5. Saltwater
A-1,B-2,C-3,D-4,E-5
Match the following:,
A. Food chain example, 1. Grass → Grasshopper → Frog → Snake
B. Producer, 2. Plant
C. Herbivore, 3. Eats plants
D. Carnivore, 4. Eats animals
E. Omnivore, 5. Eats plants and animals
A-1,B-2,C-3,D-4,E-5
Match the following:,
A. Ecosystem, 1. Community + Environment
B. Community, 2. Different populations
C. Population, 3. Same species group
D. Habitat, 4. Place of living
E. Niche, 5. Organism role
A-1,B-2,C-3,D-4,E-5
Match the following:,
A. Scavenger, 1. Feeds on dead animals
B. Decomposer, 2. Breaks down waste
C. Herbivore, 3. Plant eater
D. Carnivore, 4. Meat eater
E. Omnivore, 5. Eats both plants and animals
A-1,B-2,C-3,D-4,E-5
Match the following:,
A. Forest animals, 1. Tiger, deer, monkey
B. Desert animals, 2. Camel, lizard, scorpion
C. Pond animals, 3. Fish, frog, turtle
D. Ocean animals, 4. Whale, shark, octopus
E. Grassland animals, 5. Lion, zebra, antelope
A-1,B-2,C-3,D-4,E-5
Match the following:,
A. Decomposer role, 1. Recycle nutrients
B. Producer role, 2. Makes food
C. Herbivore role, 3. Eats plants
D. Carnivore role, 4. Eats animals
E. Omnivore role, 5. Eats both plants and animals
A-1,B-2,C-3,D-4,E-5
