Question,Answer
Match the following:,
A. Filtration, 1. Separating solids from liquids using a filter
B. Evaporation, 2. Removing water to get dissolved solids
C. Sedimentation, 3. Allowing solids to settle at the bottom
D. Decantation, 4. Pouring out liquid without disturbing sediment
E. Handpicking, 5. Picking out large solid particles by hand
A-1,B-2,C-3,D-4,E-5
Match the following:,
A. Sieving, 1. Separating fine particles from coarse particles
B. Magnetic separation, 2. Using magnet to separate metals
C. Evaporation, 3. Obtaining salt from seawater
D. Filtration, 4. Removing insoluble solids
E. Distillation, 5. Separating liquid from dissolved substances
A-1,B-2,C-3,D-4,E-5
Match the following:,
A. Salt from water, 1. Evaporation
B. Iron filings from sand, 2. Magnetic separation
C. Water from muddy water, 3. Filtration
D. Stones from grains, 4. Handpicking
E. Oil from water, 5. Decantation
A-1,B-2,C-3,D-4,E-5
Match the following:,
A. Mixture, 1. Combination of two or more substances
B. Solution, 2. Homogeneous mixture
C. Suspension, 3. Heterogeneous mixture with particles settling
D. Colloid, 4. Heterogeneous mixture with particles not settling
E. Pure substance, 5. Contains only one type of substance
A-1,B-2,C-3,D-4,E-5
Match the following:,
A. Dust particles from air, 1. Filtration
B. Sugar from sugar solution, 2. Evaporation
C. Water from muddy water, 3. Filtration
D. Oil from water, 4. Decantation
E. Stones from grains, 5. Handpicking
A-1,B-2,C-3,D-4,E-5
Match the following:,
A. Sand from water, 1. Filtration
B. Iron from mixture, 2. Magnetic separation
C. Salt from seawater, 3. Evaporation
D. Stones from rice, 4. Handpicking
E. Water from salt solution, 5. Distillation
A-1,B-2,C-3,D-4,E-5
Match the following:,
A. Decantation, 1. Pouring out liquid carefully
B. Sedimentation, 2. Settling of particles
C. Filtration, 3. Passing mixture through filter
D. Evaporation, 4. Removing liquid by heating
E. Handpicking, 5. Removing solids manually
A-1,B-2,C-3,D-4,E-5
Match the following:,
A. Mixture of salt and sand, 1. Separation by dissolving and filtration
B. Mixture of iron and sulphur, 2. Separation using magnet
C. Sand and water, 3. Filtration
D. Water and salt solution, 4. Evaporation
E. Stones and grains, 5. Handpicking
A-1,B-2,C-3,D-4,E-5
Match the following:,
A. Tea leaves from tea, 1. Filtration
B. Sugar from water, 2. Evaporation
C. Oil from water, 3. Decantation
D. Stones from pulses, 4. Handpicking
E. Iron from sand, 5. Magnetic separation
A-1,B-2,C-3,D-4,E-5
Match the following:,
A. Solution, 1. Homogeneous
B. Suspension, 2. Heterogeneous, settles
C. Colloid, 3. Heterogeneous, doesn’t settle
D. Pure substance, 4. Only one substance
E. Mixture, 5. Two or more substances
A-1,B-2,C-3,D-4,E-5
Match the following:,
A. Evaporation, 1. Obtaining salt
B. Filtration, 2. Removing tea leaves
C. Magnetic separation, 3. Iron from mixture
D. Decantation, 4. Oil from water
E. Handpicking, 5. Stones from grains
A-1,B-2,C-3,D-4,E-5
Match the following:,
A. Sand and water, 1. Suspension
B. Sugar solution, 2. Solution
C. Milk, 3. Colloid
D. Salt, 4. Pure substance
E. Iron filings, 5. Pure substance
A-1,B-2,C-3,D-4,E-5
Match the following:,
A. Coarse grains, 1. Sieving
B. Fine flour, 2. Sieving
C. Large stones, 3. Handpicking
D. Muddy water, 4. Filtration
E. Salt solution, 5. Evaporation
A-1,B-2,C-3,D-4,E-5
Match the following:,
A. Tea leaves, 1. Filtration
B. Salt from water, 2. Evaporation
C. Stones from pulses, 3. Handpicking
D. Iron from sand, 4. Magnetic separation
E. Oil from water, 5. Decantation
A-1,B-2,C-3,D-4,E-5
Match the following:,
A. Colloid, 1. Milk
B. Suspension, 2. Muddy water
C. Solution, 3. Sugar solution
D. Pure substance, 4. Salt
E. Mixture, 5. Sand and iron
A-1,B-2,C-3,D-4,E-5
