Question,Answer
Match the following:,
A. Biodegradable waste, 1. Waste that decomposes naturally
B. Non-biodegradable waste, 2. Waste that does not decompose easily
C. Composting, 3. Process of making manure from waste
D. Landfill, 4. Place to dump waste
E. Recycling, 5. Reusing waste materials
A-1,B-2,C-3,D-4,E-5
Match the following:,
A. Kitchen waste, 1. Vegetable peels, food scraps
B. Plastic waste, 2. Non-biodegradable waste
C. Paper waste, 3. Recyclable waste
D. Garden waste, 4. Leaves, dry plants
E. Metal waste, 5. Recyclable material
A-1,B-2,C-3,D-4,E-5
Match the following:,
A. Reduce, 1. Use less
B. Reuse, 2. Use items again
C. Recycle, 3. Convert waste into new products
D. Segregation, 4. Separating waste
E. Compost pit, 5. Pit for biodegradable waste
A-1,B-2,C-3,D-4,E-5
Match the following:,
A. Biodegradable, 1. Decomposes naturally
B. Non-biodegradable, 2. Does not decompose
C. Vermicomposting, 3. Composting using earthworms
D. Landfill, 4. Waste disposal site
E. Garbage truck, 5. Collects waste
A-1,B-2,C-3,D-4,E-5
Match the following:,
A. Green bin, 1. Biodegradable waste
B. Blue bin, 2. Non-biodegradable waste
C. Compost, 3. Natural manure
D. Plastic, 4. Harmful for environment
E. Recycling plant, 5. Processes waste
A-1,B-2,C-3,D-4,E-5
Match the following:,
A. Waste segregation, 1. Separating wet and dry waste
B. Biodegradable waste, 2. Kitchen waste
C. Non-biodegradable waste, 3. Plastic and glass
D. Composting, 4. Making manure
E. Recycling, 5. Making new products from waste
A-1,B-2,C-3,D-4,E-5
Match the following:,
A. Landfill, 1. Dumping ground
B. Compost pit, 2. Biodegradable waste disposal
C. Recycling bin, 3. Recyclable waste
D. Garbage truck, 4. Collects garbage
E. Sanitary worker, 5. Keeps city clean
A-1,B-2,C-3,D-4,E-5
Match the following:,
A. Paper, 1. Recyclable
B. Plastic bag, 2. Non-biodegradable
C. Vegetable peels, 3. Biodegradable
D. Glass bottle, 4. Recyclable
E. E-waste, 5. Electronic waste
A-1,B-2,C-3,D-4,E-5
Match the following:,
A. Reduce waste, 1. Avoid plastic
B. Reuse items, 2. Use bottles again
C. Recycle waste, 3. Make new products
D. Composting, 4. Organic waste
E. Segregation, 5. Separate wet and dry waste
A-1,B-2,C-3,D-4,E-5
Match the following:,
A. Kitchen waste, 1. Biodegradable
B. Plastic wrapper, 2. Non-biodegradable
C. Paper bag, 3. Recyclable
D. Compost, 4. Natural manure
E. Landfill, 5. Waste dumping area
A-1,B-2,C-3,D-4,E-5
Match the following:,
A. Dustbin, 1. Collects waste
B. Compost pit, 2. Decomposes organic waste
C. Recycling plant, 3. Processes recyclable waste
D. Landfill, 4. Dumps non-recyclable waste
E. Sanitation worker, 5. Manages waste
A-1,B-2,C-3,D-4,E-5
Match the following:,
A. Biodegradable waste, 1. Food waste
B. Non-biodegradable waste, 2. Plastic waste
C. Compost, 3. Natural fertilizer
D. Recycling, 4. Saves resources
E. Landfill, 5. Waste disposal site
A-1,B-2,C-3,D-4,E-5
Match the following:,
A. Wet waste, 1. Kitchen waste
B. Dry waste, 2. Paper, plastic
C. Composting, 3. Making manure
D. Recycling, 4. Reuse materials
E. Waste segregation, 5. Separating waste
A-1,B-2,C-3,D-4,E-5
Match the following:,
A. Plastic, 1. Non-biodegradable
B. Vegetable peels, 2. Biodegradable
C. Paper, 3. Recyclable
D. Compost, 4. Manure
E. Dustbin, 5. Waste container
A-1,B-2,C-3,D-4,E-5
Match the following:,
A. Clean surroundings, 1. Healthy environment
B. Littering, 2. Causes pollution
C. Recycling, 3. Reduces waste
D. Composting, 4. Converts waste to manure
E. Waste management, 5. Proper handling of waste
A-1,B-2,C-3,D-4,E-5
