Question,Answer
Match the following:,
A. Cotton, 1. Plant fiber
B. Wool, 2. Animal fiber
C. Silk, 3. Insect fiber
D. Jute, 4. Plant fiber
E. Linen, 5. Plant fiber
A-1,B-2,C-3,D-4,E-5
Match the following:,
A. Sheep, 1. Source of wool
B. Silk moth, 2. Source of silk
C. Cotton plant, 3. Source of cotton
D. Flax, 4. Source of linen
E. Jute plant, 5. Source of jute
A-1,B-2,C-3,D-4,E-5
Match the following:,
A. Reeling, 1. Process of obtaining silk from cocoons
B. Spinning, 2. Process of making yarn from fiber
C. Weaving, 3. Process of making fabric from yarn
D. Knitting, 4. Interlocking yarn to make fabric
E. Felting, 5. Pressing fibers together to make fabric
A-1,B-2,C-3,D-4,E-5
Match the following:,
A. Mulberry, 1. Common silk-producing plant
B. Cocoon, 2. Protective cover of silkworm
C. Loom, 3. Tool for weaving
D. Shuttle, 4. Tool used in weaving
E. Spinner, 5. Tool used for spinning fiber into yarn
A-1,B-2,C-3,D-4,E-5
Match the following:,
A. Wool, 1. Warm clothing
B. Cotton, 2. Summer clothing
C. Silk, 3. Sarees and fancy clothes
D. Jute, 4. Bags and ropes
E. Linen, 5. Clothes and bed sheets
A-1,B-2,C-3,D-4,E-5
Match the following:,
A. Spinning wheel, 1. Charkha
B. Loom, 2. Weaving
C. Reeling, 3. Silk
D. Dyeing, 4. Coloring fabric
E. Felting, 5. Wool processing
A-1,B-2,C-3,D-4,E-5
Match the following:,
A. Fibers, 1. Basic raw material for fabric
B. Yarn, 2. Thread made by spinning fibers
C. Fabric, 3. Woven or knitted material
D. Dye, 4. Substance used for coloring
E. Loom, 5. Device used for weaving
A-1,B-2,C-3,D-4,E-5
Match the following:,
A. Sheep, 1. Wool
B. Silkworm, 2. Silk
C. Cotton plant, 3. Cotton
D. Flax, 4. Linen
E. Jute plant, 5. Jute
A-1,B-2,C-3,D-4,E-5
Match the following:,
A. Reeling, 1. Extracting silk thread
B. Spinning, 2. Making yarn
C. Weaving, 3. Making fabric
D. Dyeing, 4. Coloring cloth
E. Felting, 5. Joining fibers
A-1,B-2,C-3,D-4,E-5
Match the following:,
A. Silk, 1. Soft and shiny
B. Wool, 2. Warm and soft
C. Cotton, 3. Soft and breathable
D. Jute, 4. Rough and strong
E. Linen, 5. Smooth and cool
A-1,B-2,C-3,D-4,E-5
Match the following:,
A. Loom, 1. Weaving tool
B. Shuttle, 2. Used to carry yarn across loom
C. Charkha, 3. Spinning tool
D. Felting, 4. Wool fabric making
E. Dyeing, 5. Coloring process
A-1,B-2,C-3,D-4,E-5
Match the following:,
A. Cotton, 1. Summer clothes
B. Wool, 2. Winter clothes
C. Silk, 3. Fancy wear
D. Jute, 4. Bags and mats
E. Linen, 5. Bedsheets and shirts
A-1,B-2,C-3,D-4,E-5
Match the following:,
A. Yarn, 1. Made by spinning fibers
B. Fiber, 2. Basic raw material
C. Fabric, 3. Made by weaving or knitting yarn
D. Loom, 4. Tool for weaving
E. Dye, 5. Coloring fabric
A-1,B-2,C-3,D-4,E-5
Match the following:,
A. Silkworm, 1. Produces silk
B. Sheep, 2. Produces wool
C. Cotton plant, 3. Produces cotton
D. Flax, 4. Produces linen
E. Jute plant, 5. Produces jute
A-1,B-2,C-3,D-4,E-5
Match the following:,
A. Spinning, 1. Yarn making
B. Reeling, 2. Silk thread extraction
C. Weaving, 3. Fabric making
D. Dyeing, 4. Coloring
E. Felting, 5. Wool processing
A-1,B-2,C-3,D-4,E-5
