Question,Answer
Match the food items with their sources,"A. Milk - 3. Cow
B. Honey - 5. Bee
C. Rice - 1. Plant
D. Fish - 4. Water
E. Eggs - 2. Hen"
Match the following cereals with their plant parts,"A. Wheat - 1. Seed
B. Carrot - 2. Root
C. Spinach - 3. Leaf
D. Potato - 4. Tuber
E. Corn - 1. Seed"
Match the following foods with their type,"A. Butter - 1. Fat
B. Apple - 3. Carbohydrate
C. Cheese - 2. Protein
D. Rice - 3. Carbohydrate
E. Fish - 2. Protein"
Match the following with their origin,"A. Sugar - 1. Plant
B. Milk - 2. Animal
C. Wheat - 1. Plant
D. Eggs - 2. Animal
E. Honey - 2. Animal"
Match the following fruits with their characteristic,"A. Orange - 1. Citrus
B. Mango - 2. Tropical
C. Apple - 3. Temperate
D. Banana - 2. Tropical
E. Grapes - 3. Temperate"
Match the following with their nutrient content,"A. Milk - 2. Protein
B. Butter - 3. Fat
C. Lentils - 2. Protein
D. Rice - 1. Carbohydrate
E. Fish - 2. Protein"
Match the following vegetables with their edible parts,"A. Carrot - 1. Root
B. Potato - 2. Tuber
C. Spinach - 3. Leaf
D. Tomato - 4. Fruit
E. Cauliflower - 5. Flower"
Match the following with their main food group,"A. Rice - 1. Carbohydrate
B. Egg - 2. Protein
C. Ghee - 3. Fat
D. Milk - 2. Protein
E. Apple - 4. Vitamins & Minerals"
Match the following dairy products with their source,"A. Yogurt - 1. Cow
B. Butter - 1. Cow
C. Cheese - 1. Cow
D. Ice cream - 1. Cow
E. Ghee - 1. Cow"
Match the following with their plant parts,"A. Onion - 1. Bulb
B. Ginger - 2. Rhizome
C. Potato - 3. Tuber
D. Spinach - 4. Leaf
E. Tomato - 5. Fruit"
Match the following with their type of food,"A. Honey - 1. Sweet
B. Lemon - 2. Sour
C. Salt - 3. Salty
D. Chilli - 4. Spicy
E. Sugar - 1. Sweet"
Match the following with their nutrient function,"A. Protein - 1. Growth & Repair
B. Carbohydrate - 2. Energy
C. Fat - 3. Energy & Insulation
D. Vitamins - 4. Body Protection
E. Minerals - 5. Body Function"
Match the following cereals with their type,"A. Rice - 1. Cereal
B. Wheat - 1. Cereal
C. Maize - 1. Cereal
D. Barley - 1. Cereal
E. Oats - 1. Cereal"
Match the following with their food group,"A. Milk - 1. Dairy
B. Cheese - 1. Dairy
C. Yogurt - 1. Dairy
D. Apple - 2. Fruits
E. Carrot - 3. Vegetables"
Match the following with their origin,"A. Chicken - 1. Animal
B. Milk - 2. Animal
C. Rice - 3. Plant
D. Honey - 2. Animal
E. Wheat - 3. Plant"
