Question,Answer
Data handling involves collecting and organizing data.,True
A bar graph is used to represent data visually.,True
A pie chart shows data as parts of a whole.,True
The mode is the value that occurs most frequently.,True
The median is the middle value in an ordered data set.,True
The mean is the sum of all values divided by number of values.,True
Data can be represented in tables.,True
A pictograph uses symbols to represent data.,True
A histogram is similar to a bar graph.,True
A line graph is used to show trends over time.,True
Frequency is the number of times a value occurs.,True
The range is the difference between largest and smallest values.,True
The mean can be smaller than the median.,True
The mean can be greater than the median.,True
Data cannot be categorical.,False
Qualitative data describes qualities or categories.,True
Quantitative data describes numbers.,True
Data handling is not useful in real life.,False
A stem-and-leaf plot is used to organize numerical data.,True
Outliers are values far from other data points.,True
The mode can be more than one value.,True
The median can be affected by extreme values.,False
The mean is affected by extreme values.,True
A frequency table organizes data by value counts.,True
A cumulative frequency graph shows total frequency.,True
A bar graph can show negative values.,True
Pie charts cannot show percentages.,False
Data can be continuous or discrete.,True
A survey is a method of collecting data.,True
Observation is a method of collecting data.,True
Experiments can be used to collect data.,True
The mean is always equal to the median.,False
The range is always positive.,True
The mode may not exist.,True
Line plots use Xs to show frequency.,True
Data should be recorded accurately.,True
Graphs should have proper labels.,True
A pictograph may use pictures to show frequency.,True
Histograms show data in intervals.,True
Frequency polygons use points connected by lines.,True
The mean is calculated using all data values.,True
The median splits the data set into two halves.,True
Bar graphs can be horizontal or vertical.,True
Pie chart angles sum to 360°,True
Cumulative frequency curves are also called ogives.,True
Data can be misrepresented in graphs.,True
Bar graphs cannot show trends over time.,False
Line graphs are good for showing change over time.,True
Stem-and-leaf plots retain original data values.,True
Grouped data uses intervals to summarize data.,True
Ungrouped data shows individual values.,True
A frequency table can be used to draw a histogram.,True
