Chapter,Question,Answer
Fractions,1/2 is a fraction.,True
Fractions,5/1 is not a fraction.,False
Fractions,The numerator is the top number of a fraction.,True
Fractions,The denominator is the bottom number of a fraction.,True
Fractions,1/0 is a valid fraction.,False
Fractions,2/3 + 1/3 = 1.,True
Fractions,3/4 - 1/4 = 1/2.,False
Fractions,2/5 × 5/2 = 1.,True
Fractions,3/4 ÷ 3/2 = 1/2.,True
Fractions,1/2 + 1/4 = 3/4.,True
Fractions,1/3 + 1/6 = 1/2.,True
Fractions,1/4 - 1/8 = 1/8.,True
Fractions,5/6 - 2/6 = 1/3.,False
Fractions,2/3 × 3/4 = 1/2.,True
Fractions,4/5 ÷ 2/5 = 2.,True
Fractions,1/2 is greater than 1/3.,True
Fractions,1/4 is greater than 1/2.,False
Fractions,3/5 = 6/10.,True
Fractions,2/7 = 3/7.,False
Fractions,5/8 < 3/4.,True
Fractions,7/9 > 6/9.,True
Fractions,1/2 + 1/2 = 1.,True
Fractions,1/3 + 1/3 + 1/3 = 1.,True
Fractions,1/2 × 2 = 1.,True
Fractions,2/3 ÷ 2 = 1/3.,True
Fractions,Any fraction with numerator zero equals zero.,True
Fractions,1/1 = 1.,True
Fractions,5/5 = 5.,False
Fractions,7/0 is undefined.,True
Fractions,A proper fraction has numerator less than denominator.,True
Fractions,An improper fraction has numerator greater than or equal to denominator.,True
Fractions,2 1/2 is a mixed fraction.,True
Fractions,3 3/4 is an improper fraction.,False
Fractions,0/5 = 0.,True
Fractions,0/0 is undefined.,True
Fractions,Any fraction can be simplified.,False
Fractions,3/6 = 1/2.,True
Fractions,4/8 = 2/4.,True
Fractions,5/10 = 1/2.,True
Fractions,6/9 = 2/3.,True
Fractions,7/14 = 1/2.,True
Fractions,2/3 < 3/4.,True
Fractions,5/6 > 4/5.,True
Fractions,1/3 > 1/2.,False
Fractions,3/7 < 4/7.,True
Fractions,2/5 = 4/10.,True
Fractions,3/8 > 2/8.,True
Fractions,1/2 = 2/4.,True
Fractions,9/12 = 3/4.,True
Fractions,7/10 < 4/5.,False
Fractions,5/9 > 1/2.,True
Fractions,8/12 = 2/3.,True
Fractions,10/15 = 2/3.,True
Fractions,1/6 + 1/6 = 1/3.,True
Fractions,2/3 - 1/3 = 1/3.,True
