Chapter,Question,Answer
Decimals,0.5 is a decimal.,True
Decimals,1.0 is not a decimal.,False
Decimals,0.75 > 0.5.,True
Decimals,0.3 < 0.25.,False
Decimals,0.6 + 0.3 = 0.9.,True
Decimals,0.7 - 0.2 = 0.6.,False
Decimals,0.4 × 2 = 0.8.,True
Decimals,0.5 ÷ 0.5 = 2.,False
Decimals,0.25 × 4 = 1.,True
Decimals,0.2 + 0.3 = 0.5.,True
Decimals,0.6 + 0.4 = 1.0.,True
Decimals,0.9 - 0.5 = 0.4.,True
Decimals,0.75 - 0.25 = 0.5.,True
Decimals,0.3 × 3 = 0.9.,True
Decimals,0.4 ÷ 0.2 = 2.,True
Decimals,0.1 + 0.2 = 0.3.,True
Decimals,0.5 - 0.6 = -0.1.,True
Decimals,0.8 × 0 = 0.,True
Decimals,0 ÷ 5 = 0.,True
Decimals,5 ÷ 0 = 0.,False
Decimals,0.333 ≈ 1/3.,True
Decimals,0.666 ≈ 2/3.,True
Decimals,0.25 = 1/5.,False
Decimals,0.2 = 1/5.,True
Decimals,0.75 = 3/4.,True
Decimals,0.5 = 1/2.,True
Decimals,0.125 = 1/8.,True
Decimals,0.6 > 0.66.,False
Decimals,0.4 < 0.45.,True
Decimals,0.33 + 0.33 = 0.66.,True
Decimals,0.5 × 0.2 = 0.1.,True
Decimals,0.7 ÷ 0.1 = 7.,True
Decimals,0.9 ÷ 0.3 = 3.,True
Decimals,0.08 + 0.02 = 0.1.,True
Decimals,0.09 × 10 = 0.9.,True
Decimals,0.12 × 100 = 12.,True
Decimals,0.6 - 0.3 = 0.3.,True
Decimals,0.7 - 0.8 = -0.1.,True
Decimals,0.05 + 0.05 = 0.1.,True
Decimals,0.9 - 0.1 = 0.8.,True
Decimals,0.2 × 5 = 1.,True
Decimals,0.8 ÷ 4 = 0.2.,True
Decimals,0.25 × 4 = 1.0.,True
Decimals,0.6 ÷ 3 = 0.2.,True
Decimals,0.01 + 0.02 = 0.03.,True
Decimals,0.03 × 10 = 0.3.,True
Decimals,0.05 ÷ 5 = 0.01.,True
Decimals,0.4 + 0.6 = 1.0.,True
Decimals,0.9 - 0.4 = 0.5.,True
Decimals,0.7 × 2 = 1.4.,True
Decimals,0.8 ÷ 2 = 0.4.,True
Decimals,0.6 + 0.1 = 0.7.,True
Decimals,0.25 ÷ 0.5 = 0.5.,True
Decimals,0.75 - 0.25 = 0.5.,True
Decimals,0.5 × 0.5 = 0.25.,True
Decimals,0.3 ÷ 0.1 = 3.,True
