Question,Answer
Perimeter is the total distance around a figure.,True
Area is the space covered by a figure.,True
The perimeter of a square = 4 × side.,True
The area of a square = side × side.,True
The perimeter of a rectangle = 2 × (length + breadth),True
The area of a rectangle = length × breadth,True
The area of a triangle = 1/2 × base × height,True
The perimeter of a triangle = sum of its three sides,True
The area of a circle = π × radius × radius,True
The circumference of a circle = 2 × π × radius,True
The area of a parallelogram = base × height,True
The perimeter of a parallelogram = 2 × (base + side),True
The area of a trapezium = 1/2 × (sum of parallel sides) × height,True
The perimeter of a trapezium = sum of all sides,True
The area is measured in square units.,True
The perimeter is measured in linear units.,True
The perimeter and area of a figure are always equal.,False
The perimeter of a circle is called circumference.,True
The area of a rectangle can never be zero.,False
The area of a square with side zero is zero.,True
The area of a triangle cannot be negative.,True
The area of a circle can be zero if radius is zero.,True
The perimeter of a square with side 5 cm is 20 cm,True
The area of a square with side 5 cm is 25 cm²,True
The perimeter of a rectangle with length 6 cm and breadth 4 cm is 20 cm,True
The area of the rectangle above is 24 cm²,True
The circumference of a circle with radius 7 cm is 44 cm approx.,True
The area of circle with radius 7 cm is 154 cm² approx.,True
The area of a parallelogram with base 8 cm and height 5 cm is 40 cm²,True
The perimeter of a parallelogram with sides 8 cm and 5 cm is 26 cm,True
The area of a trapezium with parallel sides 6 cm, 8 cm and height 5 cm is 35 cm²,True
The perimeter of the above trapezium with other sides 4 cm each is 22 cm,True
The perimeter of a triangle with sides 3 cm, 4 cm, 5 cm is 12 cm,True
The area of the above triangle is 6 cm²,True
The area of a triangle is always less than its perimeter.,False
A circle’s area increases as radius increases.,True
A rectangle’s perimeter can be less than any side.,False
A square’s area is equal to the square of its perimeter.,False
The area of rectangle = length × breadth,True
The perimeter of rectangle = 2 × (length + breadth),True
A parallelogram is a type of quadrilateral.,True
The area of a parallelogram = base × height,True
The area of trapezium = 1/2 × (sum of parallel sides) × height,True
The circumference of a circle = 2 × π × radius,True
The perimeter is always linear measurement.,True
The area is always in square units.,True
A circle can have zero perimeter if radius is zero.,True
The perimeter of an equilateral triangle = 3 × side,True
The area of an equilateral triangle = √3/4 × side²,True
The area of rectangle with length 0 is zero.,True
The perimeter of rectangle with length 0 is equal to twice breadth.,True
The area of a square with side 0 is zero.,True
