Question,Answer
A point has one dimension.,False
A line has zero dimension.,False
A plane has two dimensions.,True
A line segment has only one endpoint.,False
A ray has two endpoints.,False
Parallel lines never meet.,True
Perpendicular lines intersect at 90°,True
The shortest distance between two points is a line segment.,True
A polygon is a closed figure made of straight lines.,True
A triangle has four sides.,False
A quadrilateral has four sides.,True
A pentagon has six sides.,False
A hexagon has six sides.,True
A heptagon has seven sides.,True
An octagon has nine sides.,False
The radius of a circle is the distance from the center to a point on the circle.,True
The diameter of a circle is the shortest chord.,False
A chord of a circle always passes through the center.,False
A tangent touches a circle at exactly one point.,True
A secant intersects a circle at one point.,False
A right angle measures 90°,True
An acute angle measures more than 90°,False
An obtuse angle measures less than 90°,False
A straight angle measures 180°,True
Complementary angles sum up to 90°,True
Supplementary angles sum up to 180°,True
Adjacent angles share a common vertex and side.,True
Vertically opposite angles are equal.,True
A rectangle has four right angles.,True
A square has unequal sides.,False
A parallelogram has opposite sides parallel.,True
A rhombus has all sides equal.,True
A trapezium has two pairs of parallel sides.,False
A median of a triangle joins a vertex to the midpoint of the opposite side.,True
An altitude of a triangle is perpendicular to the base.,True
A sector of a circle is formed by a chord and an arc.,False
A segment of a circle is formed by a chord and the corresponding arc.,True
A line of symmetry divides a figure into two mirror images.,True
A concave polygon has all interior angles less than 180°,False
A convex polygon has all interior angles less than 180°,True
A regular polygon has all sides and angles equal.,True
An irregular polygon has sides or angles not equal.,True
A transversal intersects two or more lines at distinct points.,True
Corresponding angles are equal when lines are parallel.,True
Alternate interior angles are equal when lines are parallel.,True
An angle bisector divides an angle into two equal parts.,True
A perpendicular bisector passes through the midpoint at any angle.,False
The sum of interior angles of a triangle is 180°,True
The sum of interior angles of a quadrilateral is 360°,True
The sum of exterior angles of any polygon is 360°,True
