Question,Answer
What is the chapter "Who I Am" about?,The chapter is about different children describing their interests, dreams, and personalities.
How many children speak in the chapter?,Five children speak in the chapter.
Who is Radha?,Radha is a girl who likes to climb trees and enjoys being alone.
What does Radha like to do in her free time?,Radha likes to climb trees, sit on rooftops, and eat guavas.
What kind of girl is Radha?,Radha is independent and enjoys freedom.
Who is Nasir?,Nasir is a boy who wants to plant trees and help farmers.
What is Nasir’s dream?,Nasir dreams of growing plants and making the earth green.
Why does Nasir like trees?,He believes trees are important for nature and people.
Who is Rohit?,Rohit is a boy who loves playing cricket.
What does Rohit want to become?,Rohit wants to become a cricketer.
Why does Rohit like cricket?,He enjoys the game and wants to play for his country.
Who is Serena?,Serena is a girl who loves gymnastics.
What is Serena’s ambition?,Serena wants to become a gymnast.
How does Serena practice?,She practices regularly and works hard.
Who is Dolma?,Dolma is a girl who wants to climb mountains.
What does Dolma want to become?,Dolma wants to become a mountaineer.
Why does Dolma admire mountaineers?,She admires their courage and strength.
Who is Peter?,Peter is a boy who loves football.
What does Peter want to become?,Peter wants to become a football player.
Why does Peter like football?,He enjoys teamwork and scoring goals.
What is common among all children?,They all talk about their dreams and interests.
What does the chapter show about children?,It shows that every child is unique.
Why is the chapter titled "Who I Am"?,Because children describe their identities.
What kind of chapter is this?,It is a descriptive chapter.
What does Radha value the most?,Radha values independence.
How does Nasir want to help others?,By growing trees.
What does Rohit learn from sports?,Discipline and teamwork.
Why is Serena determined?,She wants to succeed in gymnastics.
What quality does Dolma show?,Courage.
What quality does Peter show?,Team spirit.
What lesson does the chapter teach?,Everyone has different talents.
Why is it important to follow one’s dream?,It brings happiness and success.
How do the children express themselves?,They speak honestly.
What does the chapter teach about identity?,Identity is shaped by interests.
Why is the chapter inspirational?,It encourages self-discovery.
What kind of language is used?,Simple language.
What does the chapter promote?,Self-confidence.
Why should students read this chapter?,To understand themselves better.
What does Nasir care about?,Nature.
How does Rohit practice?,By playing regularly.
Why does Serena enjoy gymnastics?,It makes her feel strong.
Why does Dolma want adventure?,She loves challenges.
What does Peter enjoy about football?,Teamwork.
How are dreams important?,They give direction.
What does the chapter say about individuality?,Everyone is different.
How does the chapter help students?,It encourages goal setting.
What kind of personalities are shown?,Different.
Why is self-awareness important?,It builds confidence.
How does the chapter end?,With children expressing dreams.
What is the main theme?,Self-identity.
