Question,Answer
Who was Taro?,Taro was a poor, honest, and hardworking young woodcutter who lived in Japan.
Why did Taro work very hard?,Taro worked hard to earn money and take care of his old parents.
What wish did Taro have for his father?,Taro wished to buy sake for his father to keep him warm.
Why was Taro sad?,Taro was sad because he did not have enough money to buy sake.
How did Taro earn his living?,Taro earned his living by cutting wood in the forest.
What strange thing did Taro notice near the waterfall?,Taro noticed that the waterfall tasted like sake instead of water.
What did Taro do after tasting the waterfall?,Taro filled a bottle with the liquid and took it home.
How did Taro’s father react after drinking the sake?,Taro’s father became happy and energetic.
What news spread in the village?,The news spread that the waterfall gave sake instead of water.
Why did the villagers go to the waterfall?,They went to drink sake from the waterfall.
Why did the villagers get punished?,They were punished for being greedy and selfish.
Who punished the villagers?,The Emperor punished the villagers.
Why was Taro rewarded?,Taro was rewarded for being kind, loving, and selfless.
What reward did the Emperor give Taro?,The Emperor gave Taro gold and named the waterfall after him.
Why did the Emperor admire Taro?,He admired Taro’s devotion to his parents.
What kind of son was Taro?,Taro was an obedient and caring son.
Why did Taro not misuse the waterfall?,He only wanted to help his father.
What lesson does the story teach?,The story teaches that kindness and honesty are rewarded.
Why did Taro not become greedy?,Because he cared more about his parents than money.
What happened to the waterfall later?,It turned into plain water again.
Why did the villagers regret their actions?,Because their greed led to punishment.
What does the story say about greed?,Greed leads to loss and punishment.
How did Taro respect his parents?,He worked hard to fulfill their needs.
Why did the Emperor visit the village?,He came after hearing about the magic waterfall.
Why was the waterfall special?,It tasted like sake.
Why did Taro taste the water?,Because he was thirsty.
What does the story show about honesty?,Honesty brings reward.
Why did Taro’s father feel warm?,The sake helped him feel warm.
How did the villagers behave?,They were greedy and selfish.
Why was Taro different from others?,He was selfless.
What is the moral of the story?,Good deeds are rewarded.
How did Taro use his reward?,He lived happily and respected his parents.
Why is the story set in Japan?,It reflects Japanese culture of respect.
Why did Taro not tell everyone?,He did not want trouble.
What happened when villagers drank sake?,They danced and wasted it.
Why did the Emperor stop the sake?,To punish misuse.
Why did the villagers lose the reward?,Due to greed.
What does Taro symbolize?,Obedience and devotion.
Why is Taro an ideal son?,Because of his care and honesty.
How did hard work help Taro?,It earned him respect.
What does the Emperor represent?,Justice.
Why did the villagers feel ashamed?,They were punished publicly.
What does the story teach children?,Respect parents.
Why is Taro rewarded and not others?,Because of good character.
How does the story end?,With Taro being rewarded.
Why should we learn from Taro?,He shows moral values.
What quality makes Taro special?,Selflessness.
Why is the title appropriate?,Because Taro is rewarded.
What kind of story is this?,A moral folk tale.
