Question,Answer
Why did Patrick hate doing homework?,Patrick hated doing homework because he found it boring and preferred playing games instead of studying.
How did Patrick find the elf?,Patrick found the elf when he saved him from a cat that was trying to catch him in Patrick’s room.
What promise did the elf make to Patrick?,The elf promised Patrick that he would grant him three wishes in return for saving his life.
What was Patrick’s first wish?,Patrick’s first wish was that the elf should do all his homework for him.
Why was the elf unhappy doing homework?,The elf was unhappy because he did not know how to do school subjects like Maths, English, and spelling.
How did Patrick help the elf in English?,Patrick helped the elf by reading books, explaining meanings, and correcting grammar.
How did Patrick help the elf in Maths?,Patrick helped the elf by solving sums and explaining calculations step by step.
Why did Patrick become tired?,Patrick became tired because he stayed up late every night helping the elf complete homework.
How did Patrick’s routine change?,Patrick stopped playing games and spent most of his time studying and helping the elf.
What effect did this have on Patrick’s studies?,Patrick’s studies improved greatly because he studied regularly and worked hard.
How did Patrick’s teachers react to his improvement?,Patrick’s teachers were surprised and praised him for his good performance.
How did Patrick’s parents feel?,Patrick’s parents were amazed and happy to see the improvement in his studies.
What happened to the elf after the exams?,The elf disappeared after the exams were over.
Who actually did Patrick’s homework?,Patrick himself did his homework by helping the elf every day.
What lesson did Patrick learn?,Patrick learned that hard work and self-effort are more important than magic.
Why is the story humorous?,The story is humorous because Patrick wished for magic help but ended up doing all the work himself.
Why did Patrick stop playing games?,Patrick stopped playing games because he was busy helping the elf with homework.
What subjects troubled the elf the most?,The elf was most troubled by Maths, English, and spelling.
Why did the elf need books?,The elf needed books to understand lessons and complete homework correctly.
How did Patrick’s handwriting improve?,Patrick’s handwriting improved due to regular writing practice.
Why did Patrick score good marks?,Patrick scored good marks because he studied sincerely and practiced daily.
How did responsibility change Patrick?,Patrick became responsible and disciplined due to regular study habits.
What role did the elf play in Patrick’s life?,The elf indirectly made Patrick work hard and become a better student.
Why did the elf complain often?,The elf complained because he found homework difficult and tiring.
How long did Patrick work every day?,Patrick worked day and night, often staying awake till late.
Why did Patrick feel proud at the end?,Patrick felt proud because he achieved success through his own efforts.
What message does the story give students?,The story teaches students the value of hard work and self-learning.
Why was there no real magic in the story?,There was no real magic because Patrick himself did all the work.
How did the wish change Patrick’s future?,The wish changed Patrick’s future by making him hardworking and successful.
Why is Patrick called a good student at the end?,Patrick is called a good student because he became sincere and disciplined.
What kind of boy was Patrick in the beginning?,In the beginning, Patrick was lazy and disliked studying.
How did Patrick’s attitude towards homework change?,Patrick started respecting homework and studying seriously.
What does the elf symbolise?,The elf symbolises motivation that pushed Patrick to study.
Why is the title of the chapter important?,The title is important because it shows that Patrick did his homework himself.
What makes Patrick’s success special?,Patrick’s success is special because it came from effort, not magic.
How does the story encourage self-confidence?,The story shows that we can succeed by believing in ourselves.
Why is hard work better than shortcuts?,Hard work builds real knowledge, while shortcuts do not last long.
What change did studying bring in Patrick’s life?,Studying brought discipline, confidence, and success to Patrick’s life.
How did Patrick manage time better?,Patrick learned to balance study time and avoid wasting time.
Why is the ending satisfying?,The ending is satisfying because Patrick learns an important life lesson.
What would have happened if Patrick had not helped the elf?,Patrick would not have improved in studies if he had not helped the elf.
How does the story motivate students?,The story motivates students to work hard and take responsibility.
Why is Patrick an example for students?,Patrick is an example because he transformed himself through effort.
What is the main theme of the chapter?,The main theme is the importance of hard work and self-reliance.
How does the story show personal growth?,The story shows Patrick growing from a lazy boy to a responsible student.
Why should students learn from Patrick’s experience?,Students should learn that success comes from effort, not magic.
How does the story end?,The story ends with Patrick becoming a good student through hard work.
