Question,Answer
Describe the climate of a desert.,Deserts have extreme temperatures and very little rainfall.
Why is desert life challenging?,Because of heat and water scarcity.
Explain camel’s adaptations.,Hump stores fat, long legs keep body away from heat.
How do desert animals manage water?,By conserving and storing it.
Why are most desert animals nocturnal?,To avoid heat.
Explain how burrows help animals.,They provide shelter from heat.
Why do reptiles thrive in deserts?,They require less water.
Explain how the fennec fox survives.,Large ears release heat.
Why is camouflage important?,It helps avoid predators.
Explain rattlesnake’s defense.,Rattling warns enemies.
How do desert birds survive?,Minimal water use.
Why do desert animals have special feet?,To walk on hot sand.
Explain role of fat storage.,Energy reserve.
Why do camels have padded feet?,Prevent sinking in sand.
How do animals reduce sweating?,To conserve water.
Explain mongoose’s survival skill.,Fights snakes.
Why is light color useful?,Reflects heat.
Explain importance of shade.,Reduces heat exposure.
Why are insects common in deserts?,Adaptability.
Explain desert food chain.,Plants to animals.
Why is night activity beneficial?,Cooler temperatures.
Explain desert adaptation.,Survival mechanism.
Why are desert plants scarce?,Lack of water.
Explain how sandstorms affect animals.,They seek shelter.
Why are eyes protected?,Sand protection.
Explain survival strategy.,Energy conservation.
Why do desert animals move less?,Save energy.
Explain role of burrowing.,Temperature control.
Why are deserts less populated?,Harsh conditions.
Explain camel’s eyelashes.,Protect from sand.
Why is desert biodiversity low?,Harsh environment.
Explain water storage.,Fat conversion.
Why do animals eat less?,Scarce food.
Explain reptile skin.,Prevents water loss.
Why do birds migrate?,Water search.
Explain fennec fox ears.,Heat regulation.
Why do animals avoid midday sun?,Extreme heat.
Explain importance of adaptation.,Ensures survival.
Why is desert research important?,Understand survival.
Explain role of predators.,Balance ecosystem.
Why do animals hide?,Avoid predators.
Explain desert nights.,Cold.
Why do camels close nostrils?,Prevent sand entry.
Explain conservation.,Saving resources.
Why are deserts fragile?,Delicate balance.
Explain animal behavior.,Survival-based.
Why do desert animals drink less?,Water scarcity.
Explain chapter’s message.,Adapt or perish.
