Question,Answer
Who is the narrator of the story?,The narrator is a young boy living with his grandparents.
Where does the story take place?,The story takes place in the narrator’s grandparents’ house.
What was the narrator’s favourite place?,His favourite place was the old banyan tree.
Why did the narrator like the banyan tree?,Because it was huge and full of life.
What animals lived in the banyan tree?,Birds, squirrels, snakes, and insects lived there.
Who was the narrator’s friend?,A small grey squirrel was his friend.
How did the squirrel behave with the narrator?,It trusted him and came close.
What incident made the tree exciting?,The fight between the mongoose and the cobra.
What kind of snake was involved in the fight?,A cobra.
Who was the opponent of the cobra?,A mongoose.
Why did the animals gather?,To watch the fight.
What role did the crow play?,The crow tried to distract the snake.
How did the fight end?,The mongoose killed the cobra.
Why was the mongoose victorious?,Because of its speed and courage.
What did the narrator do during the fight?,He watched quietly.
Why did the narrator not interfere?,He was curious and afraid.
What lesson does the story teach?,Nature follows its own rules.
What kind of tree was described?,An ancient banyan tree.
Why was the tree important to the narrator?,It was a place of learning and observation.
What did the banyan tree symbolize?,Nature and life.
How did the narrator feel about nature?,He admired it.
What animals were enemies?,The mongoose and cobra.
Why is the banyan tree called the narrator’s domain?,He spent most of his time there.
What made the banyan tree special?,Its size and wildlife.
What kind of relationship did the narrator have with animals?,Friendly and observant.
Why was the squirrel fearless?,It trusted the boy.
What happened after the fight?,Life returned to normal.
Why did birds cry loudly?,They sensed danger.
What did the crow’s behavior show?,Cleverness.
Why was the cobra dangerous?,It was poisonous.
Why did the mongoose not fear the cobra?,It was trained by instinct.
What does the story show about survival?,Only the strongest survive.
Why did the narrator enjoy solitude?,He liked observing nature.
What kind of environment surrounded the house?,Natural and green.
What role did instinct play?,It guided animals.
Why is the banyan tree a central character?,All events happen around it.
What does the fight represent?,Natural struggle.
Why was the mongoose alert?,To avoid danger.
How did the narrator feel after the fight?,Excited and thoughtful.
What animals lived peacefully before?,Birds and squirrels.
Why is the story memorable?,It describes nature vividly.
What did the narrator learn?,Respect for nature.
Why is the banyan tree timeless?,It stands for years.
What was the narrator’s age?,He was a young boy.
Why did the narrator prefer outdoors?,Loved nature.
What does the story show about friendship?,Trust exists.
Why did the narrator remain silent?,To not disturb nature.
What is the main theme?,Nature and survival.
Why should we observe nature?,To learn from it.
What kind of story is this?,A nature-based story.
