Question,Answer
What is the name of the school in the lesson?,The school is run by Miss Beam.
Who runs the school?,The school is run by Miss Beam.
What kind of school is described in the lesson?,It is a different kind of school where children learn responsibility.
What is the main aim of Miss Beam’s school?,The main aim is to teach children kindness, responsibility, and empathy.
How is Miss Beam’s school different from other schools?,Children experience disabilities to understand others’ difficulties.
What special system is followed in the school?,The system of helping children understand misfortune.
What happens to children on special days?,They act as blind, deaf, lame, or injured.
Why are children made blind for a day?,To help them understand the problems of blind people.
What lesson do children learn by being blind?,They learn patience and care.
Why are some children made lame?,To understand physical disability.
What do children learn by being lame?,They learn cooperation and support.
Why are some children made deaf?,To understand communication difficulties.
What does the narrator experience first?,The narrator experiences blindness.
How does the narrator feel when blind?,He feels helpless and dependent.
Who helps the narrator when he is blind?,Other students help him.
What role do helpers play?,They guide and support affected students.
What does the narrator learn from the experience?,He learns empathy and kindness.
What is Miss Beam’s teaching style?,Practical and experience-based.
Why does Miss Beam believe in practical lessons?,They create deeper understanding.
What values are taught in the school?,Kindness, empathy, responsibility.
How do students behave in the school?,They are helpful and caring.
Why does the narrator admire Miss Beam?,For her innovative teaching method.
What happens after the special day ends?,Students return to normal.
How do students feel after the experience?,They feel more understanding.
What is the moral of the lesson?,Understanding others’ problems makes us kinder.
Why is the school called different?,It teaches through experience.
How does the school promote cooperation?,By making students help each other.
What role does discipline play?,It ensures seriousness.
How do students react to difficulties?,They support each other.
Why is the narrator impressed?,Because of meaningful learning.
What kind of environment does the school have?,Supportive and caring.
Why is empathy important?,It helps understand others.
What lesson does blindness teach?,Dependence and trust.
How does deafness affect communication?,It makes interaction difficult.
Why does Miss Beam think books are not enough?,Experience teaches better.
How does the school shape character?,By building compassion.
What change is seen in students?,They become kinder.
Why are children willing to follow rules?,They trust Miss Beam.
What does the narrator realize?,Life is difficult for the disabled.
Why is kindness essential?,It improves society.
How does the system help society?,By creating responsible citizens.
What happens if children break rules?,They are corrected.
How does the school ensure learning?,Through real experience.
Why do students respect Miss Beam?,She cares for them.
What quality does the school develop?,Humanity.
How does the lesson inspire readers?,To be empathetic.
Why should schools teach values?,To build good character.
How does experience change thinking?,It creates understanding.
What does the narrator learn about life?,Life can be challenging.
Why is the story educational?,It teaches moral values.
