Question,Answer
What is the poem "The Wonderful Words" about?,The poem is about the beauty and power of words.
Who wrote the poem?,The poem was written by Mary O’Neill.
Why are words called wonderful?,Because they help us express thoughts and feelings.
What do words help us do?,Words help us communicate ideas.
How do words help imagination?,They create pictures in our minds.
What does the poet compare words to?,Bright lights and colours.
Why are words important in poems?,They make poems meaningful.
What do words help us describe?,Things we see and feel.
Why does the poet admire words?,They give shape to thoughts.
What kind of poem is this?,A reflective poem.
How do words help children?,They help them learn and express.
Why does the poet ask children to use words?,To express freely.
What role do words play in communication?,They connect people.
Why does the poet say words are free?,Anyone can use them.
How do words create joy?,They express happiness.
Why do words matter in daily life?,They help us talk and understand.
What does the poet say about choosing words?,Choose them carefully.
Why is imagination important?,It helps creativity.
How do words help in storytelling?,They bring stories alive.
What do words paint?,Pictures in the mind.
Why does the poet encourage children?,To use words confidently.
What tone does the poem have?,Encouraging and positive.
Why does the poem feel playful?,It celebrates creativity.
What is the main theme?,Power of words.
Why should children enjoy words?,They are tools of expression.
What happens when words are used wisely?,They create beauty.
Why does the poet value language?,It expresses ideas.
How do words help learning?,They explain concepts.
What does the poem teach?,Love language.
Why are words compared to colours?,They add beauty.
Why does poet repeat ideas?,To emphasize importance.
What do words help us share?,Feelings and ideas.
Why are words powerful?,They shape thoughts.
What does poet suggest about silence?,Words fill silence.
Why should children explore words?,To discover creativity.
What kind of language is used?,Simple and joyful.
Why does the poet celebrate words?,They enrich life.
How do words influence emotions?,They affect feelings.
Why is language important?,It builds understanding.
What does poem encourage?,Creative expression.
Why does poet talk about brightness?,Words illuminate thoughts.
What do words connect?,People.
Why are words magical?,They create images.
What does poet want children to avoid?,Fear of words.
Why is poem inspiring?,It motivates creativity.
What lesson does poem give?,Use words freely.
Why are words unlimited?,Endless combinations.
What does poet admire most?,Expressive power of words.
Why should words be respected?,They carry meaning.
What is the final message?,Words are wonderful.
