Question,Answer
Explain the central idea of the poem.,The poem shows a child’s desire for freedom through different professions.
Why does the child admire the hawker?,He feels the hawker works freely.
Explain why the gardener attracts the child.,The gardener works joyfully.
Why does the child want to be a watchman?,He likes independence at night.
How does the poem reflect childhood psychology?,Children desire freedom.
Why does the child dislike school?,Rules restrict freedom.
Explain how professions symbolize freedom.,No strict control.
What does the poem say about imagination?,It allows exploration.
Why does the child think adults are free?,They work independently.
Explain the role of curiosity.,Drives imagination.
Why is the poem written from a child’s view?,Authenticity.
Explain how routine affects children.,Causes boredom.
Why does the poem highlight different jobs?,To show options.
Explain the theme of freedom.,Central idea.
Why is school seen negatively?,Strict rules.
Explain why the child envies workers.,They move freely.
How does the poem encourage dreaming?,Shows imagination.
Explain contrast between school and work.,Restriction vs freedom.
Why does the child keep changing his wish?,Exploring ideas.
Explain importance of independence.,Personal growth.
Why is night attractive to the child?,Mystery and freedom.
Explain tone of the poem.,Innocent.
Why does the poem feel realistic?,Reflects real childhood thoughts.
Explain child’s emotional state.,Restless.
Why does the child value movement?,Symbol of freedom.
Explain poet’s message.,Respect childhood dreams.
Why does the poem use simple language?,Child-like clarity.
Explain how imagination creates happiness.,Escape from restriction.
Why is the poem relevant today?,Children still feel restricted.
Explain significance of hawker.,Symbol of freedom.
Why does the child dislike sitting in class?,Feels trapped.
Explain symbolism of gardener.,Joyful labor.
Why does the watchman appeal most?,Night freedom.
Explain message about education.,Balance needed.
Why does the poem avoid adult judgment?,Pure child voice.
Explain curiosity in childhood.,Exploring future.
Why is freedom important for growth?,Encourages creativity.
Explain emotional conflict.,School vs desire.
Why does the child imagine work as fun?,Lack of responsibility awareness.
Explain poetic style.,Narrative.
Why does the poem feel gentle?,Innocent tone.
Explain social observation.,Child observes society.
Why does the poem inspire empathy?,We relate.
Explain value of imagination.,Mental growth.
Why is childhood dreaming natural?,Curiosity.
Explain relevance to students.,Reflects feelings.
Why does poet choose common jobs?,Relatable.
Explain final wish.,Ultimate freedom.
Explain overall message.,Freedom is desired.
