Question,Answer
Why did the dog feel unhappy at the beginning of the story?,The dog felt unhappy because he lived a lonely and unsafe life and feared stronger animals.
What made the dog decide to find a master?,The dog wanted protection and safety from enemies, so he decided to find a master.
Whom did the dog choose as his first master?,The dog chose the wolf as his first master because he seemed strong.
Why did the dog leave the wolf?,The dog left the wolf because he saw that the wolf was afraid of the bear.
Who was stronger than the wolf according to the dog?,The bear was stronger than the wolf according to the dog.
Why did the dog leave the bear?,The dog left the bear because the bear was afraid of the lion.
Who was the strongest animal in the forest?,The lion was considered the strongest animal in the forest.
Why did the dog leave the lion?,The dog left the lion because even the lion was afraid of man.
Who did the dog finally choose as his master?,The dog finally chose man as his master.
Why did the dog choose man?,The dog chose man because no animal was stronger than man.
What quality did the dog look for in a master?,The dog looked for strength and fearlessness in a master.
How did fear guide the dog’s decisions?,The dog judged masters by who they were afraid of.
What lesson does the story teach?,The story teaches why dogs became loyal to humans.
Why was the dog afraid of living freely?,Living freely exposed the dog to danger from stronger animals.
How did the dog behave after choosing man?,The dog became loyal and faithful to man.
Why is the dog called man’s faithful companion?,Because the dog chose man as his master forever.
What role does fear play in the story?,Fear determines who is powerful.
Why is man the strongest creature?,Man uses intelligence and weapons.
How does the story explain the dog-human relationship?,It explains how dogs became servants of humans.
Why did the dog keep changing masters?,Because he wanted the strongest master.
What did the dog learn from his journey?,The dog learned that power brings safety.
Why did the wolf walk behind the dog?,To show respect and fear.
Why was the bear confident?,Because of his physical strength.
Why was the lion feared by animals?,Because he was very powerful.
Why did the lion fear man?,Man used weapons.
What does the dog value more than freedom?,Safety and protection.
How does the story end?,The dog becomes man’s loyal servant.
Why is the story called a legend?,It explains an ancient belief.
What kind of life did the dog want?,A secure life.
Why did the dog not stay alone?,He feared enemies.
How does strength change relationships?,The stronger becomes the master.
What is the dog’s nature at the end?,Loyal and obedient.
What quality makes man superior?,Intelligence.
How is fear shown in the story?,Each animal fears a stronger one.
Why is the lion not the final master?,He fears man.
What does the dog sacrifice?,Freedom.
Why is loyalty important?,It brings protection.
What kind of master did the dog want?,A fearless one.
Why did the dog follow power?,Power ensured survival.
What does the story explain about animals?,They follow strength.
Why is the dog satisfied with man?,Man has no enemies.
What is the moral of the story?,Power decides leadership.
Why is the dog obedient to man?,Man is the strongest.
How does the story relate to real life?,Dogs serve humans.
Why does the dog never leave man?,He feels safe.
What does the story teach about survival?,Survival depends on strength.
Why is man feared?,He dominates nature.
What happens to the dog’s fear?,It disappears with man.
