Question,Answer
What is the poem "Where Do All the Teachers Go?" about?,The poem is about a child wondering about teachers’ lives outside school.
Who wrote the poem?,The poem was written by Peter Dixon.
What does the child wonder about teachers?,The child wonders what teachers do after school.
Why does the child ask many questions?,Because of curiosity.
Does the child think teachers are strict at home?,No, the child imagines they are normal people.
What activities does the child imagine teachers doing?,Cooking, washing clothes, watching TV.
Why does the child think teachers might make mistakes?,Because everyone makes mistakes.
What does the poem show about teachers?,They are human beings.
Why is the poem humorous?,Because of innocent questions.
What kind of poem is this?,A playful and thoughtful poem.
Why does the child think teachers live ordinary lives?,Because they are people like others.
What does the poem teach about teachers?,They have lives beyond classrooms.
Why does the child imagine teachers getting scolded?,To show teachers are like children too.
What feeling does the poem create?,Amusement and warmth.
Why is curiosity important?,It helps understanding.
What does the child want to know most?,Teachers’ personal lives.
Why does the poet use questions?,To show curiosity.
What does the poem say about authority?,Teachers are not always strict.
Why does the poem feel friendly?,It shows teachers as approachable.
What does the poem teach children?,Respect teachers as humans.
Why is imagination important in the poem?,It helps connect with teachers.
What role does humor play?,Makes poem enjoyable.
Why does the child think teachers wear pyjamas?,To show they relax like others.
What does the poem say about mistakes?,Everyone makes them.
Why does the child imagine teachers reading books?,They love knowledge.
Why does the poem use simple language?,For easy understanding.
What kind of tone does the poem have?,Light-hearted.
Why does the child feel curious?,Teachers seem mysterious.
What lesson does the poem give?,Teachers are ordinary people.
Why does the child imagine teachers telling stories?,They enjoy family time.
What does the poem show about childhood?,Innocent curiosity.
Why are teachers important?,They guide students.
Why does the poem avoid seriousness?,To keep playful tone.
What makes the poem relatable?,Children often wonder about adults.
Why does the child imagine teachers being punished?,To equalize roles.
What does the poem show about respect?,Understanding builds respect.
Why is the poem short?,To maintain simplicity.
What does the poem encourage?,Empathy.
Why does the child think teachers might forget things?,Because humans forget.
What does the poem show about imagination?,Creative thinking.
Why is the poem enjoyable?,Humorous ideas.
What message does the poem give?,Teachers are humans too.
Why should children read this poem?,To understand teachers better.
What does the poem say about daily life?,Everyone has routine.
Why does the child ask if teachers do homework?,Curiosity.
What does the poem suggest about fear?,It reduces fear of teachers.
Why is the poem gentle?,No criticism.
Why does the poem end with acceptance?,Understanding achieved.
What does the poem promote?,Human connection.
What is the central theme?,Teachers’ human side.
