Question,Answer
What is air?,A mixture of different gases
Which gas is present in maximum amount in air?,Nitrogen
Which gas is necessary for breathing?,Oxygen
Which gas is used by plants for photosynthesis?,Carbon dioxide
Which gas supports burning?,Oxygen
Which gas is released during respiration?,Carbon dioxide
Which gas helps in making fertilizers?,Nitrogen
Which gas is filled in balloons?,Helium
Which gas is present in small amount in air?,Carbon dioxide
Which gas is present in traces?,Argon
What is atmosphere?,Layer of air around the Earth
Why is air important?,Essential for life
Which gas helps in rusting?,Oxygen
Which gas helps in breathing for humans?,Oxygen
Which gas is used by fire?,Oxygen
Which gas is used in cold drinks?,Carbon dioxide
Which gas is used in fire extinguishers?,Carbon dioxide
Which gas is used in weather balloons?,Helium
Which gas is used in electric bulbs?,Argon
Which gas helps plants to make food?,Carbon dioxide
What is wind?,Moving air
Which component of air supports burning?,Oxygen
Which component of air does not support burning?,Nitrogen
Which component of air helps in plant growth?,Nitrogen
Which component of air helps in respiration?,Oxygen
Which gas is needed for photosynthesis?,Carbon dioxide
Which gas is responsible for air pollution?,Carbon dioxide (excess)
Which gas forms ozone layer?,Oxygen (ozone)
Which gas protects us from harmful UV rays?,Ozone
What is air pollution?,Contamination of air with harmful substances
Name one cause of air pollution.,Vehicle smoke
Name one cause of air pollution.,Factory smoke
Name one effect of air pollution.,Breathing problems
Name one method to reduce air pollution.,Plant more trees
Which gas is essential for combustion?,Oxygen
Which gas is used by animals for respiration?,Oxygen
Which gas is used by plants in day?,Carbon dioxide
Which gas is given out by plants in day?,Oxygen
Which gas is heavier than air?,Carbon dioxide
Which gas is lighter than air?,Helium
Which layer contains ozone?,Stratosphere
Which gas is present in soil air?,Oxygen
Which gas helps seeds to germinate?,Oxygen
Which gas is present in dissolved form in water?,Oxygen
Why do aquatic animals survive?,Due to dissolved oxygen in water
Which gas makes air breathable?,Oxygen
Which gas helps in burning fuels?,Oxygen
Which gas is most abundant in air?,Nitrogen
Which gas is least abundant?,Carbon dioxide
Which gas protects life on Earth?,Ozone
Which gas is essential for all living beings?,Oxygen
