Question,Answer
What causes body movement?,Muscles and bones
What is a joint?,Place where two bones meet
Name one movable joint.,Knee
Name one immovable joint.,Skull
Which joint allows rotation?,Shoulder
Which joint allows bending and straightening?,Elbow
Which joint allows sideways movement?,Wrist
Which joint allows hinge movement?,Knee
Which bone protects the brain?,Skull
Which bone protects the chest organs?,Rib cage
Which bone forms the backbone?,Vertebral column
Which muscles work without conscious control?,Involuntary muscles
Which muscles we can control?,Voluntary muscles
Give one example of involuntary muscle.,Heart
Give one example of voluntary muscle.,Biceps
Which tissue connects muscles to bones?,Tendon
Which tissue connects bone to bone?,Ligament
Which muscle helps in walking?,Leg muscles
Which muscle helps in chewing?,Jaw muscles
Which muscle helps in smiling?,Facial muscles
Which muscle helps in breathing?,Diaphragm
Which muscle works continuously?,Heart
Which joint allows rotation of head?,Neck joint
Which joint is ball and socket joint?,Shoulder joint
Which joint is hinge joint?,Elbow and knee
Which joint is pivot joint?,Neck joint
Which joint is fixed joint?,Skull
Which bone forms the arm?,Humerus
Which bone forms the forearm?,Radius and ulna
Which bone forms the thigh?,Femur
Which bone forms the leg?,Tibia and fibula
Which bone forms the hand?,Carpals, metacarpals, phalanges
Which bone forms the foot?,Tarsals, metatarsals, phalanges
Which muscle is strongest?,Jaw muscle
Which muscle is smallest?,Stapedius (ear)
Which muscle helps in bending elbow?,Biceps
Which muscle helps in straightening elbow?,Triceps
Which muscle helps in movement of head?,Neck muscles
Which muscle helps in chewing food?,Jaw muscles
Which muscles work in pairs?,Skeletal muscles
Which muscles cannot be controlled?,Involuntary muscles
Which muscles pump blood?,Heart muscles
Which muscles help in posture?,Back muscles
Which muscles help in facial expressions?,Facial muscles
Which muscle is used in jumping?,Leg muscles
Which muscles contract to lift hand?,Arm muscles
Which muscles relax during extension?,Biceps
Which muscles contract during flexion?,Biceps
Which muscles are voluntary?,Skeletal muscles
Which muscles are involuntary?,Smooth muscles
