Question,Answer
What is a magnet?,An object that attracts magnetic materials
Name two magnetic materials.,Iron, nickel
Name two non-magnetic materials.,Wood, plastic
What is magnetism?,Property of magnet to attract certain materials
What are poles of a magnet?,Two ends of a magnet
Name the two poles of a magnet.,North pole and South pole
Which poles attract each other?,Unlike poles
Which poles repel each other?,Like poles
What happens when north pole is brought near south pole?,They attract
What happens when north pole is brought near north pole?,They repel
What is a bar magnet?,A straight magnet with two poles
What is a horseshoe magnet?,A U-shaped magnet
What is a magnetic compass?,Device to find direction
Which direction does north pole of magnet point?,North
What is a freely suspended magnet?,Magnet that can rotate freely
What happens to a freely suspended magnet?,It aligns in North-South direction
What is magnetic field?,Area around a magnet where force is felt
What happens when magnet is broken?,Each piece becomes a magnet
Can magnets attract all metals?,No
Name a metal attracted by magnet.,Iron
Name a metal not attracted by magnet.,Copper
What is a magnetic material?,Material attracted by magnet
What is a non-magnetic material?,Material not attracted by magnet
How can you identify a magnet?,By attraction and repulsion test
What is repulsion?,Pushing away between like poles
What is attraction?,Pulling towards between unlike poles
What happens when magnet is heated strongly?,It may lose magnetism
What happens when magnet is dropped?,It may lose magnetism
How should magnets be stored?,With keepers across poles
What is a keeper?,Soft iron piece used to store magnets
Why are magnets kept away from electronics?,They can damage devices
What happens if magnets are rubbed?,They can lose magnetism
Can a magnet attract paper?,No
Can a magnet attract steel?,Yes
What is natural magnet?,Lodestone
What is artificial magnet?,Man-made magnet
Give one use of magnet.,In compass
Name one device using magnet.,Electric bell
Why are magnets used in refrigerators?,To hold notes
What happens when magnet is placed in water?,It does not lose magnetism
Can magnets attract aluminium?,No
Which pole of Earth acts like a magnet?,Magnetic North
What is Earth’s magnetism?,Earth behaves like a magnet
Which materials are attracted by magnets?,Iron, steel
What happens when two magnets are joined?,They form a stronger magnet
How can you increase strength of magnet?,By combining magnets
Where is magnet used in daily life?,In speakers
