Question,Answer
What is fibre?,Thin thread-like material obtained from plants or animals
Name a natural fibre from plants.,Cotton
Name a natural fibre from animals.,Wool
Which plant gives cotton fibre?,Cotton plant
Which animal gives wool?,Sheep
What is silk obtained from?,Silkworm cocoon
Name one fibre used for making ropes.,Jute
Which fibre is used to make mats?,Coir
What is spinning?,Process of making yarn from fibres
What is weaving?,Process of making cloth from yarn
Name one synthetic fibre.,Nylon
Name one synthetic fibre.,Polyester
Which fibre is soft and comfortable?,Cotton
Which fibre is warm and used in winter clothes?,Wool
Which fibre is shiny and smooth?,Silk
Which fibre is coarse and used in mats?,Coir
What is retting?,Process of separating fibres from plant stem
Which plant undergoes retting to get fibre?,Jute
Which machine is used for spinning?,Spinning wheel
Which machine is used for weaving?,Loom
Name one plant fibre.,Cotton
Name one animal fibre.,Wool
Name one fibre used for clothing.,Silk
Which synthetic fibre is used in making shirts?,Polyester
Which fibre is used in making carpets?,Wool
Which fibre is used in making bedsheets?,Cotton
Which fibre is obtained from cocoons?,Silk
Which fibre is strong and used for sacks?,Jute
Which fibre is used in making ropes and mats?,Coir
Which fibre is soft and breathable?,Cotton
Which fibre is warm and insulating?,Wool
Which fibre is smooth and shiny?,Silk
Which fibre is used for winter sweaters?,Wool
Which fibre is used for sarees?,Silk
Which fibre is used for curtains?,Cotton
Which fibre is obtained from sheep?,Wool
Which fibre is obtained from silkworm?,Silk
Which fibre is used in making mats and ropes?,Coir
Which fibre is obtained from the stem of plants?,Jute
Which fibre is used in making jackets?,Wool
Which synthetic fibre is used in raincoats?,Nylon
Which synthetic fibre is used in dresses?,Polyester
Which fibre is used in making carpets and rugs?,Wool
Which fibre is used in making bed linen?,Cotton
Which fibre is used in making sarees and scarves?,Silk
Which fibre is used in making ropes and sacks?,Jute
Which fibre is soft, breathable, and used in summer clothes?,Cotton
Which fibre is warm and used in winter clothes?,Wool
Which fibre is shiny and used in party wear?,Silk
Which fibre is coarse and used in mats?,Coir
Which fibre is obtained from plants?,Cotton
Which fibre is obtained from animals?,Wool
