Question,Answer
What are nutrients?,Substances in food that provide energy and help in growth and repair.
Name the six main nutrients.,Carbohydrates, proteins, fats, vitamins, minerals, and water.
What is the role of carbohydrates?,Carbohydrates provide energy to the body.
Give an example of a carbohydrate-rich food.,Rice.
What is the role of proteins?,Proteins help in growth and repair of tissues.
Give an example of protein-rich food from plants.,Pulses.
Give an example of protein-rich food from animals.,Eggs.
What is the role of fats?,Fats provide energy and help in absorption of vitamins.
Give an example of a food rich in fat.,Butter.
What is the role of vitamins?,Vitamins regulate body processes and prevent deficiency diseases.
Give an example of a vitamin A-rich food.,Carrot.
Give an example of a vitamin C-rich food.,Orange.
What is the role of minerals?,Minerals help in building body structures and regulating processes.
Give an example of a mineral important for bones.,Calcium.
Give an example of a mineral important for blood.,Iron.
Why do we need water?,Water maintains hydration, helps digestion, and regulates temperature.
What is roughage or fiber?,Fiber is the part of food that helps in digestion and prevents constipation.
Give an example of a fiber-rich food.,Whole grains.
What is a deficiency disease?,A disease caused by lack of a particular nutrient.
What disease is caused by vitamin C deficiency?,Scurvy.
What disease is caused by iron deficiency?,Anaemia.
What disease is caused by vitamin D deficiency?,Rickets.
What disease is caused by protein deficiency?,Kwashiorkor.
Which nutrient provides instant energy?,Carbohydrates.
Which nutrient provides stored energy?,Fats.
Which nutrient helps in body immunity?,Proteins and vitamins.
Give an example of food rich in vitamin D.,Milk.
Give an example of food rich in calcium.,Cheese.
What is balanced diet?,A diet that provides all essential nutrients in proper proportion.
Why is breakfast important?,Breakfast provides energy to start the day.
What is malnutrition?,Condition caused by deficiency or excess of nutrients.
What is obesity?,Condition caused by excess fat in the body.
What is starvation?,Severe deficiency of food leading to energy shortage.
Which nutrient is essential for enzyme formation?,Proteins.
Which nutrient helps in blood clotting?,Vitamin K.
Which nutrient helps in eyesight?,Vitamin A.
Which nutrient prevents goitre?,Iodine.
Which nutrient prevents rickets?,Vitamin D.
Which nutrient prevents anaemia?,Iron.
Which nutrient helps in growth?,Proteins.
Which nutrient provides insulation?,Fats.
Which nutrient regulates water balance?,Minerals.
Which nutrient is needed in smallest amount?,Vitamins and minerals.
Which nutrient provides energy during fasting?,Fats.
Which nutrient strengthens bones and teeth?,Calcium.
Which nutrient is found in leafy vegetables?,Iron.
Which nutrient is present in citrus fruits?,Vitamin C.
Which nutrient is present in butter and ghee?,Fats.
Which nutrient is required by all body cells?,Proteins.
Which nutrient prevents scurvy?,Vitamin C.
Which nutrient prevents rickets in children?,Vitamin D.
Which nutrient regulates body processes?,Vitamins and minerals.
