Question,Answer
What is a plant?,A living organism that can make its own food through photosynthesis.
What is photosynthesis?,Process by which plants make food using sunlight, carbon dioxide, and water.
Write the photosynthesis equation.,6CO2 + 6H2O + sunlight → C6H12O6 + 6O2
What are the main parts of a plant?,Root, stem, leaves, flowers, fruits, and seeds.
What is the function of roots?,Roots anchor the plant and absorb water and minerals.
What is the function of stem?,Stem supports the plant and transports nutrients and water.
What is the function of leaves?,Leaves perform photosynthesis.
What is the function of flowers?,Flowers help in reproduction.
What is the function of fruits?,Fruits protect seeds and help in their dispersal.
What is the function of seeds?,Seeds develop into new plants.
Name two types of roots.,Tap root and fibrous root.
Give an example of a plant with tap root.,Carrot.
Give an example of a plant with fibrous root.,Grass.
Name two types of stems.,Herbaceous and woody stems.
Give an example of a plant with herbaceous stem.,Sunflower.
Give an example of a plant with woody stem.,Mango.
Which part of the plant performs photosynthesis?,Leaves.
Which pigment helps in photosynthesis?,Chlorophyll.
What is transpiration?,Loss of water vapor from plant leaves.
Why is transpiration important?,Helps in cooling and water transport.
Which part absorbs water and minerals from soil?,Roots.
Which part transports water from roots to leaves?,Xylem in stem.
Which part transports food from leaves to other parts?,Phloem in stem.
Which plant part helps in reproduction?,Flowers.
Which part of flower becomes fruit?,Ovary.
Which part of flower produces pollen?,Stamens.
Which part of flower receives pollen?,Stigma.
What is germination?,Process of growth of seed into a new plant.
What conditions are needed for germination?,Water, oxygen, and suitable temperature.
What is pollination?,Transfer of pollen from anther to stigma.
Which agents help in pollination?,Wind, insects, water, animals.
What is fertilization?,Fusion of male and female gametes in plants.
What is seed dispersal?,Movement of seeds away from the parent plant.
Name two methods of seed dispersal.,Wind and water.
Give an example of wind-dispersed seed.,Coconut.
Give an example of water-dispersed seed.,Water lily.
Give an example of animal-dispersed seed.,Mango.
Which seeds have wings for wind dispersal?,Maple seeds.
Which seeds float on water?,Coconut.
What is a flowering plant?,Plant that produces flowers for reproduction.
What is a non-flowering plant?,Plant that reproduces by spores (e.g., fern, moss).
Which plant reproduces by spores?,Fern.
Which plant reproduces by seeds?,Mango.
Which plant has aerial roots?,Banyan.
Which plant stores water in stem?,Cactus.
Which plant shows phototropism?,Sunflower.
Which plant shows geotropism?,Roots growing downward.
Which plant is called the ‘lungs of the Earth’?,Trees.
Which plant helps in nitrogen fixation?,Leguminous plants (e.g., pea).
