Question,Answer
Define food.,Food is any substance that provides nutrients and energy to living organisms.
What are the main sources of food?,Plants and animals.
Give two examples of food obtained from plants.,Rice and wheat.
Give two examples of food obtained from animals.,Milk and eggs.
What is a balanced diet?,A diet that contains all the essential nutrients in proper proportions.
Why do we need carbohydrates?,They provide energy to the body.
Why do we need proteins?,They help in growth and repair of body tissues.
Name a food rich in carbohydrates.,Rice.
Name a food rich in proteins.,Eggs.
What is the role of fats in the body?,Fats provide energy and help in absorption of vitamins.
Why is water important in our diet?,Water maintains body temperature and helps in digestion.
What are vitamins?,Vitamins are organic compounds required in small amounts for body functions.
Name a vitamin found in citrus fruits.,Vitamin C.
What are minerals?,Minerals are inorganic substances essential for body processes.
Name a mineral important for bones.,Calcium.
Why do we need dietary fiber?,Fiber helps in digestion and prevents constipation.
Give an example of food rich in fiber.,Whole grains.
What is the source of glucose in plants?,Photosynthesis.
Which part of plants provides seeds for food?,Fruits and seeds.
Give an example of a food obtained from leaves.,Spinach.
Give an example of a food obtained from roots.,Carrot.
Give an example of a food obtained from stems.,Sugarcane.
Give an example of a food obtained from flowers.,Cauliflower.
Give an example of a food obtained from fruits.,Apple.
Give an example of a food obtained from seeds.,Wheat.
Give an example of a food obtained from milk.,Butter.
Give an example of a food obtained from meat.,Chicken.
What is vegetarian food?,Food that comes from plants and excludes meat.
What is non-vegetarian food?,Food that comes from animals including meat, eggs, and fish.
Why do we eat pulses?,Pulses are rich in proteins.
What is the main source of energy in cereals?,Carbohydrates.
What is the main source of energy in fats?,Fats.
Why are proteins called body-building food?,Because they help in growth and repair of tissues.
Which nutrient is required in largest amount?,Carbohydrates.
Which nutrient helps in body immunity?,Proteins and vitamins.
Give an example of food rich in vitamin A.,Carrot.
Give an example of food rich in iron.,Spinach.
What is malnutrition?,Malnutrition is a condition caused by deficiency or excess of nutrients.
What is deficiency disease?,A disease caused by lack of a particular nutrient.
Give an example of a deficiency disease caused by lack of vitamin C.,Scurvy.
Give an example of a deficiency disease caused by lack of iron.,Anaemia.
Give an example of a deficiency disease caused by lack of vitamin D.,Rickets.
Why do animals eat plants?,Plants provide carbohydrates, proteins, and other nutrients.
What is omnivorous diet?,Diet containing both plant and animal foods.
What is herbivorous diet?,Diet containing only plant-based foods.
What is carnivorous diet?,Diet containing only animal-based foods.
Why do humans need a variety of food?,To obtain all essential nutrients.
What is the role of proteins in enzymes?,Proteins act as enzymes to speed up chemical reactions.
Why is milk considered a complete food?,Milk contains proteins, fats, carbohydrates, vitamins, and minerals.
Name a food that gives instant energy.,Sugar.
What is the role of iodine in diet?,Iodine prevents goitre and is required for thyroid function.
