Question,Answer
What is a body movement?,Any motion performed by the body using muscles and bones.
Which system helps in body movement?,Muscular and skeletal system.
What is a skeleton?,Framework of bones that supports the body.
How many bones are in adult human body?,206 bones.
Name the main types of joints.,Ball and socket, hinge, pivot, gliding, fixed.
Give an example of ball and socket joint.,Shoulder joint.
Give an example of hinge joint.,Elbow joint.
Give an example of pivot joint.,Neck joint.
Give an example of gliding joint.,Wrist joint.
Give an example of fixed joint.,Skull bones.
What is a muscle?,Tissue that can contract to produce movement.
Name two types of muscles.,Voluntary and involuntary.
Which muscles are voluntary?,Muscles we can control consciously.
Which muscles are involuntary?,Muscles we cannot control consciously.
Give an example of voluntary muscle.,Biceps.
Give an example of involuntary muscle.,Heart.
Which muscle moves the bone?,Skeletal muscle.
Which muscle moves internal organs?,Smooth muscle.
Which muscle is responsible for heartbeats?,Cardiac muscle.
What is tendons?,Fibrous tissue connecting muscles to bones.
What is ligaments?,Fibrous tissue connecting bones to bones.
What is cartilage?,Flexible tissue found at joints to prevent friction.
What is the function of skeleton?,Supports body, protects organs, helps movement.
Which bones protect the brain?,Skull bones.
Which bones protect the heart and lungs?,Rib cage.
Which bone is the longest in human body?,Femur.
Which bone is in the upper arm?,Humerus.
Which bone is in the thigh?,Femur.
Which bone is in the forearm?,Radius and ulna.
Which bone is in the lower leg?,Tibia and fibula.
Which bones are in the wrist?,Carpals.
Which bones are in the ankle?,Tarsals.
Which bone is in the spine?,Vertebrae.
What is posture?,Position in which we hold our body while sitting or standing.
Why is posture important?,To prevent fatigue and injuries.
Which type of joint allows circular movement?,Ball and socket joint.
Which type of joint allows bending and straightening?,Hinge joint.
Which type of joint allows turning movement?,Pivot joint.
Which type of joint allows sliding movement?,Gliding joint.
Which type of joint does not move?,Fixed joint.
What is flexion?,Bending a joint.
What is extension?,Straightening a joint.
What is abduction?,Moving a body part away from midline.
What is adduction?,Moving a body part towards midline.
What is rotation?,Turning a body part around its axis.
Which muscles work in pairs?,Skeletal muscles.
What is a voluntary action?,Action controlled consciously.
What is an involuntary action?,Action not under conscious control.
Which muscle helps in breathing?,Diaphragm.
Which muscles help in walking?,Leg and hip muscles.
Which muscles help in smiling?,Facial muscles.
Which muscles help in lifting objects?,Arm muscles.
Which muscles are striated?,Skeletal muscles.
Which muscles are non-striated?,Smooth muscles.
Which muscles are found in the heart?,Cardiac muscles.
