Question,Answer
Which nutrient gives energy to our body?,Carbohydrates
Name a food rich in proteins.,Eggs
Which nutrient helps in growth and repair of the body?,Proteins
Which nutrient provides insulation and stores energy?,Fats
Which nutrient helps in proper digestion?,Fiber
Which nutrient helps in maintaining healthy skin and hair?,Vitamins
Which mineral is important for strong bones?,Calcium
Which vitamin is needed for healthy eyes?,Vitamin A
Which vitamin prevents scurvy?,Vitamin C
Which vitamin is produced in our body by sunlight?,Vitamin D
Which mineral is needed for making hemoglobin?,Iron
Give an example of carbohydrate-rich food.,Rice
Give an example of protein-rich food.,Milk
Give an example of fat-rich food.,Butter
Which nutrient deficiency causes rickets?,Vitamin D
Which nutrient deficiency causes night blindness?,Vitamin A
Which nutrient deficiency causes anemia?,Iron
Which nutrient deficiency causes scurvy?,Vitamin C
Which food provides all nutrients?,Balanced diet
Which nutrient is important for energy and warmth?,Fats
Which nutrient helps in nerve function?,Minerals
Which food provides dietary fiber?,Fruits and vegetables
Which nutrient helps in immunity?,Proteins
Which nutrient is stored in the body as fat?,Fats
Which vitamin helps in blood clotting?,Vitamin K
Which mineral is needed for strong teeth?,Calcium
Which nutrient deficiency affects growth in children?,Proteins
Which nutrient helps in brain development?,Fats
Which nutrient deficiency weakens bones?,Calcium
Which nutrient deficiency affects immunity?,Protein
Which nutrient deficiency causes slow wound healing?,Vitamin C
Which nutrient deficiency causes weak muscles?,Proteins
Which food is a source of complex carbohydrates?,Whole grains
Which food is a source of simple carbohydrates?,Sugar
Which food is rich in Vitamin B?,Wheat
Which nutrient helps in proper functioning of heart?,Fats
Which nutrient is needed for healthy blood?,Iron
Which nutrient helps in maintaining fluid balance?,Minerals
Which nutrient is important for strong nails?,Protein
Which nutrient helps in energy release?,Carbohydrates
Which vitamin is needed for teeth and bones?,Vitamin D
Which mineral is found in milk?,Calcium
Which food is a source of both protein and carbohydrates?,Lentils with rice
Which nutrient is needed in small amounts?,Vitamins
Which nutrient deficiency affects vision?,Vitamin A
Which nutrient deficiency affects blood?,Iron
Which nutrient deficiency affects skin health?,Vitamin C
Which nutrient is essential for muscles?,Proteins
Which nutrient is important for mental growth?,Fats
Which food is rich in minerals?,Green leafy vegetables
Which nutrient deficiency causes poor growth?,Proteins
