Question,Answer
What is separation of substances?,Process of dividing a mixture into its individual components.
Why do we separate substances?,To obtain pure components or for practical use.
Name two methods of separation.,Filtration and evaporation.
What is filtration?,Method to separate insoluble solids from liquids.
Give an example of filtration.,Separating sand from water.
What is evaporation?,Method to obtain a dissolved solid from a solution.
Give an example of evaporation.,Obtaining salt from seawater.
What is sedimentation?,Process in which heavier particles settle down in a liquid.
Give an example of sedimentation.,Settling of mud in water.
What is decantation?,Pouring out liquid without disturbing the sediment.
Give an example of decantation.,Pouring water after mud settles.
What is centrifugation?,Method using centrifugal force to separate substances.
Give an example of centrifugation.,Separating cream from milk.
What is sieving?,Method to separate particles of different sizes using a sieve.
Give an example of sieving.,Separating flour from husk.
What is magnetic separation?,Using a magnet to separate magnetic substances from non-magnetic ones.
Give an example of magnetic separation.,Separating iron filings from sand.
What is handpicking?,Manually picking out substances from mixture.
Give an example of handpicking.,Picking stones from rice.
What is winnowing?,Using wind to separate lighter particles from heavier ones.
Give an example of winnowing.,Separating husk from grains.
What is chromatography?,Technique to separate components based on solubility.
Give an example of chromatography.,Separating dyes in ink.
What is distillation?,Process of separating liquid from impurities based on boiling point.
Give an example of distillation.,Purifying water.
What is fractional distillation?,Separating liquids with different boiling points.
Give an example of fractional distillation.,Separating alcohol from water.
Which method separates soluble solid from liquid?,Evaporation.
Which method separates insoluble solid from liquid?,Filtration.
Which method separates cream from milk?,Centrifugation.
Which method separates sand from iron filings?,Magnetic separation.
Which method separates husk from grains?,Winnowing.
Which method separates stones from rice?,Handpicking.
Which method separates salt from seawater?,Evaporation.
Which method separates ink components?,Chromatography.
Which method purifies drinking water?,Distillation.
Which method separates alcohol from water?,Fractional distillation.
Which method uses centrifugal force?,Centrifugation.
Which method uses wind?,Winnowing.
Which method uses sieve?,Sieving.
Which method uses boiling point difference?,Distillation.
Which method uses solubility differences?,Chromatography.
Which method separates magnetic materials?,Magnetic separation.
Which method separates mud from water?,Decantation.
Which method separates solid from liquid with filter paper?,Filtration.
Which method separates mixtures of liquids with close boiling points?,Fractional distillation.
Which method separates pigments in ink?,Paper chromatography.
Which method separates cream from milk at home?,Churning and centrifugation.
Which method separates dust from grains at home?,Winnowing.
Which method separates soluble sugar from water?,Evaporation.
Which method separates clay from water?,Sedimentation and decantation.
Which method separates rice from stones?,Handpicking.
Which method separates tea leaves from water?,Filtration.
Which method separates iron nails from sand?,Magnetic separation.
Which method separates components based on density?,Sedimentation.
Which method separates liquids based on solubility?,Chromatography.
Which method separates solid that dissolves on heating?,Evaporation.
Which method separates mixture of liquids with different boiling points?,Distillation.
Which method separates cream quickly from milk?,Centrifugation.
Which method separates mixture based on particle size?,Sieving.
