Question,Answer
What is electricity?,A form of energy due to flow of electric charges
What is an electric circuit?,A closed path for electric current
What is a cell?,A device that provides electrical energy
What is a battery?,Combination of two or more cells
What is a bulb?,Device that produces light using electricity
What is a switch?,Device used to open or close a circuit
What is a conductor?,Material that allows current to pass
Give one example of conductor.,Copper
What is an insulator?,Material that does not allow current to pass
Give one example of insulator.,Plastic
What happens in an open circuit?,Current does not flow
What happens in a closed circuit?,Current flows
Which part of bulb glows?,Filament
Which metal is used as filament?,Tungsten
Which end of a cell is positive?,The raised end
Which end of a cell is negative?,The flat end
What is a connecting wire?,Wire used to join components of circuit
Why does bulb not glow sometimes?,Circuit is open or bulb is fused
What is a fused bulb?,Bulb with broken filament
Which material is used to make wires?,Copper or aluminium
Which part controls flow of current?,Switch
What is a torch?,Portable light device using battery
Which device stores electrical energy?,Cell
What is the symbol of a cell in circuit diagram?,Long and short lines
What is the symbol of bulb in circuit diagram?,Circle with filament
What is the symbol of switch?,Break in line
Which material is used in switch handle?,Plastic
Which part of switch conducts electricity?,Metal part
What is electric current?,Flow of electric charges
Which materials allow electricity?,Conductors
Which materials block electricity?,Insulators
Why are wires covered with plastic?,For safety and insulation
Which metal is best conductor?,Copper
Which device converts electrical energy to light?,Bulb
Which device is used to control circuit?,Switch
Which device supplies electricity in torch?,Battery
What happens if we connect two cells?,More energy is supplied
Which device gives light in power cut?,Torch
Which device gives warning sound?,Electric bell
What is short circuit?,Direct connection without load
Which device protects circuit?,Fuse
Why is fuse used?,To prevent damage due to excess current
What is dry cell?,Cell with paste electrolyte
Which part of dry cell is carbon rod?,Positive terminal
Which part of dry cell is zinc case?,Negative terminal
Which device uses electricity to rotate fan?,Electric motor
Which appliance uses electricity at home?,Bulb
Which safety rule is important?,Do not touch live wire
