Question,Answer
What is motion?,Change in position of an object with time
What is distance?,Length of path covered by an object
What is measurement?,Process of comparing with a standard unit
What is SI unit of length?,Metre
What is a standard unit?,A fixed reference for measurement
Name two non-standard units of length.,Handspan, footstep
What instrument is used to measure length?,Scale or ruler
What instrument is used to measure curved length?,Measuring tape or thread
What is rest?,When an object does not change its position
What is uniform motion?,Motion with constant speed
What is non-uniform motion?,Motion with changing speed
Name a device used to measure distance.,Measuring tape
What is a straight-line distance?,Shortest distance between two points
What is a curved path?,Path that is not straight
What is a circular path?,Path in shape of a circle
Name an object showing circular motion.,Fan
Name an object showing rectilinear motion.,Car on straight road
What is periodic motion?,Motion repeated at equal intervals
Give an example of periodic motion.,Pendulum
What is oscillatory motion?,To and fro motion
Give an example of oscillatory motion.,Swing
Name an instrument used to measure small lengths.,Scale
Name an instrument used to measure large distances.,Measuring tape
What is the SI unit of distance?,Metre
What is the unit smaller than metre?,Centimetre
What is the unit larger than metre?,Kilometre
Convert 1 metre into centimetre.,100 cm
Convert 1 kilometre into metre.,1000 m
What is a reference point?,A fixed point to compare position
What is displacement?,Shortest distance between initial and final position
What is the path length?,Total distance covered
Which motion has equal distances in equal intervals?,Uniform motion
Which motion has unequal distances in equal intervals?,Non-uniform motion
What type of motion is a moving train?,Rectilinear motion
What type of motion is a rotating fan?,Circular motion
What type of motion is a moving swing?,Oscillatory motion
What type of motion is Earth around the Sun?,Periodic motion
What type of motion is a rolling ball?,Combination of motions
Which tool is used to measure the length of a desk?,Ruler
Which tool is used to measure length of cloth?,Measuring tape
Which tool is used to measure height of a building?,Measuring tape
Which motion repeats itself?,Periodic motion
Which motion is along a straight line?,Rectilinear motion
Which motion is back and forth?,Oscillatory motion
Which motion is along a curved path?,Curvilinear motion
Which motion occurs in a circle?,Circular motion
What is the motion of a pendulum?,Periodic and oscillatory
What is the motion of Earth rotation?,Circular motion
What is the motion of a car on a curved road?,Curvilinear motion
What is the motion of a flying bird?,Random motion
