Question,Answer
What is separation of substances?,Process of separating components of a mixture
Name one method to separate mixtures.,Filtration
Name one method to separate mixtures.,Sedimentation
Name one method to separate mixtures.,Decantation
Name one method to separate mixtures.,Evaporation
Name one method to separate mixtures.,Sieving
Which method is used to separate insoluble solid from liquid?,Filtration
Which method separates heavier particles from lighter ones?,Sedimentation
Which method separates liquid from solid by pouring gently?,Decantation
Which method separates dissolved solid from liquid?,Evaporation
Which method separates coarse particles from fine ones?,Sieving
Give one example of filtration.,Tea leaves from tea
Give one example of sedimentation.,Mud from water
Give one example of decantation.,Oil from water
Give one example of evaporation.,Salt from saltwater
Give one example of sieving.,Flour from husk
What is a mixture?,Combination of two or more substances
Name one liquid-liquid mixture.,Oil and water
Name one solid-liquid mixture.,Salt in water
Name one solid-solid mixture.,Sand and rice
Which method is used to remove impurities from water?,Filtration
Which method is used in salt preparation?,Evaporation
Which method separates cream from milk?,Centrifugation
What is centrifugation?,Separation using fast spinning
Which method is used to separate iron from sand?,Magnetic separation
What is magnetic separation?,Using magnet to remove magnetic substances
Give one example of magnetic separation.,Iron filings from sand
Which method separates particles of different sizes?,Sieving
Which method is used to remove dust from water?,Filtration
Which method removes water from salt solution?,Evaporation
Which method is used in coffee preparation?,Filtration
Which method is used to remove heavier particles?,Sedimentation
Which method is used to separate liquid from top?,Decantation
Which method separates insoluble solid from mixture?,Filtration
Which method separates soluble solid from liquid?,Evaporation
Which method separates magnetic from non-magnetic materials?,Magnetic separation
Which method is used in making ghee from milk?,Centrifugation
Which method separates pulp from juice?,Sieving
Which method separates solid from liquid using funnel and filter paper?,Filtration
Which method removes muddy water?,Sedimentation and decantation
Which method is used to recover salt from seawater?,Evaporation
Which method separates dust from grains?,Sieving
Which method separates sand from iron nails?,Magnetic separation
Which method separates oil from water?,Decantation
Which method separates fine sand from coarse sand?,Sieving
Which method separates tea leaves from tea?,Filtration
Which method separates heavy particles that settle down?,Sedimentation
Which method separates dissolved sugar from water?,Evaporation
Which method separates cream from milk quickly?,Centrifugation
Which method separates rice from husk?,Sieving
Which method separates iron fillings from mixture?,Magnetic separation
Which method separates lighter liquid from heavier liquid?,Decantation
Which method separates water from salt solution?,Evaporation
