Question,Answer
What is water?,A liquid essential for life
What are the three states of water?,Solid, liquid, gas
What is solid form of water?,Ice
What is gaseous form of water?,Water vapour
What is liquid form of water?,Water
What is evaporation?,Change of water into vapour
What is condensation?,Change of vapour into liquid
What is precipitation?,Falling of water from clouds
What is rainfall?,Rain from clouds
What is snowfall?,Snow falling from clouds
What is hailstorm?,Ice balls falling from clouds
What is water cycle?,Continuous movement of water in nature
Name the steps of water cycle.,Evaporation, condensation, precipitation
What is transpiration?,Loss of water from plants
Why is water important?,For drinking, washing, farming
What are sources of water?,River, lake, well
What is potable water?,Water safe for drinking
What is groundwater?,Water present under the ground
What is rainwater harvesting?,Collecting rainwater
Why is rainwater harvesting useful?,To conserve water
What is drought?,Long period with no rainfall
What is flood?,Overflow of water on land
What is pollution of water?,Contamination of water
Name one cause of water pollution.,Factory waste
Name one effect of water pollution.,Diseases
What is water purification?,Making water clean
Name one method of purification.,Boiling
What is filtration?,Removing impurities using filter
What is sedimentation?,Settling of heavy particles
What is decantation?,Pouring out clear water
What is chlorination?,Adding chlorine to kill germs
What is freezing?,Changing water to ice
What is melting?,Changing ice to water
What is boiling?,Changing water to vapour by heating
What is cooling?,Lowering temperature of water
Why should we save water?,Water is limited resource
Name one way to save water.,Turn off taps
What is irrigation?,Supplying water to crops
Name one method of irrigation.,Canal
What is drinking water?,Water safe for consumption
What is water-borne disease?,Disease spread by dirty water
Name one water-borne disease.,Cholera
What is sanitation?,Maintaining cleanliness
What is sewage?,Wastewater from homes
Why should sewage be treated?,To prevent pollution
What is a reservoir?,Large storage of water
What is a dam?,Barrier to store river water
What is saline water?,Salty water
Where is saline water found?,Seas and oceans
What percentage of Earth’s water is fresh?,Very little
Why is ocean water not drinkable?,It contains salt
What is scarcity of water?,Shortage of water
