Question,Answer
What is motion?,Change in position of an object with time
What is distance?,Length between two points
What is measurement?,Finding the value of a quantity
Name one unit of length.,Metre
What is the SI unit of length?,Metre
Name a smaller unit of length.,Centimetre
Name a bigger unit of length.,Kilometre
Which tool is used to measure small lengths?,Ruler
Which tool is used to measure long distances?,Measuring tape
Which tool is used to measure curved lines?,Thread
What is rest?,When an object does not change its position
What is straight-line motion?,Motion in a straight path
What is circular motion?,Motion in a circular path
What is periodic motion?,Motion that repeats at regular intervals
Give one example of periodic motion.,Pendulum
Give one example of circular motion.,Fan
Give one example of straight-line motion.,Car on straight road
Which motion is shown by a pendulum?,Periodic motion
Which motion is shown by a wheel?,Circular motion
Which motion is shown by a train on straight track?,Straight-line motion
Which motion is shown by earth’s rotation?,Rotational motion
Which motion is shown by earth’s revolution?,Periodic motion
What is uniform motion?,Equal distance in equal time
What is non-uniform motion?,Unequal distance in equal time
Give one example of uniform motion.,Clock’s second hand
Give one example of non-uniform motion.,Car in traffic
What is a standard unit?,Fixed unit used everywhere
Why are standard units needed?,For correct measurement
Which body part was used earlier for measurement?,Handspan
Name one traditional unit of length.,Cubit
Why are traditional units not reliable?,They vary from person to person
What is least count?,Smallest measurement of an instrument
Which unit is used to measure classroom length?,Metre
Which unit is used to measure distance between cities?,Kilometre
Which unit is used to measure length of pencil?,Centimetre
What is translatory motion?,Motion of whole body from one place to another
Give one example of translatory motion.,Moving car
What is oscillatory motion?,To and fro motion
Give one example of oscillatory motion.,Swing
What is rectilinear motion?,Straight-line motion
Which motion is shown by a clock pendulum?,Oscillatory motion
Which motion is shown by a bicycle wheel?,Circular motion
Which motion is shown by moving bus?,Translatory motion
Which motion repeats again and again?,Periodic motion
Which motion is not steady?,Non-uniform motion
What is the full form of SI?,International System of Units
Which unit is used to measure height of a person?,Metre
Which unit is used to measure thickness of book?,Centimetre
What is the symbol of metre?,m
What is the symbol of kilometre?,km
What is the symbol of centimetre?,cm
