Question,Answer
What is a change?,Process in which something becomes different
Name one reversible change.,Melting of ice
Name one irreversible change.,Burning of paper
Give one example of melting.,Ice to water
Give one example of freezing.,Water to ice
Give one example of condensation.,Water vapor to liquid
Give one example of evaporation.,Water to vapor
Give one example of sublimation.,Camphor changing to vapor
Which change is temporary?,Reversible change
Which change is permanent?,Irreversible change
What happens when ice melts?,Becomes water
What happens when water freezes?,Becomes ice
What happens when water evaporates?,Changes to vapor
What happens when water vapor condenses?,Changes to liquid
What happens when paper burns?,Forms ash, irreversible change
What happens when milk sours?,Changes taste and smell
Give one example of rusting.,Iron nail rusts in water and air
Give one example of fermentation.,Sugar changes to alcohol
Give one example of cooking.,Rice gets cooked
Give one example of ripening.,Banana turns yellow
What is freezing point?,Temperature at which liquid becomes solid
What is boiling point?,Temperature at which liquid boils
What is melting point?,Temperature at which solid melts
Which change can be undone?,Reversible change
Which change cannot be undone?,Irreversible change
Give one physical change.,Melting of ice
Give one chemical change.,Burning of paper
Give one change due to heat?,Melting
Give one change due to cold?,Freezing
Give one change due to air?,Rusting
Give one change due to sunlight?,Ripening of fruits
Give one change due to microorganisms?,Fermentation
Which change changes state of matter?,Physical change
Which change produces new substance?,Chemical change
Give one example of expansion due to heat.,Metal rod expands on heating
Give one example of contraction due to cold.,Water contracts on cooling
Give one example of dissolving.,Sugar dissolves in water
Which change involves shape change?,Physical change
Which change involves color change?,Chemical change
Which change produces gas?,Chemical change
Which change is seen while burning wood?,Chemical change
Which change is seen while melting butter?,Physical change
Which change is seen in boiling water?,Physical change
Which change is seen while curdling milk?,Chemical change
Which change is seen while slicing vegetables?,Physical change
Which change is seen while cooking food?,Chemical change
Which change is seen in rusting iron?,Chemical change
Which change is reversible?,Melting of ice
Which change is irreversible?,Burning of matchstick
Which change involves energy?,Both physical and chemical changes
Which change involves no new substance?,Physical change
