Question,Answer
What is light?,A form of energy that helps us see objects
What is a luminous object?,An object that gives out its own light
Give one example of luminous object.,Sun
What is a non-luminous object?,An object that does not give out its own light
Give one example of non-luminous object.,Moon
How do we see objects?,When light reflects from objects to our eyes
What is a shadow?,A dark patch formed when light is blocked
What is a reflection?,Bouncing back of light from a surface
Which surface forms a clear reflection?,Plane mirror
Which surface forms diffused reflection?,Rough surface
What is a transparent object?,Allows light to pass through fully
Give one example of transparent object.,Glass
What is a translucent object?,Allows partial light to pass through
Give one example of translucent object.,Butter paper
What is an opaque object?,Does not allow light to pass through
Give one example of opaque object.,Wood
Which object forms a shadow?,Opaque object
Which object forms faint shadow?,Translucent object
Which object forms no shadow?,Transparent object
What is a plane mirror?,A flat mirror
What is image?,Reflection of an object seen in mirror
How many images are formed by a plane mirror?,One
Is the image in plane mirror real or virtual?,Virtual
Is the image erect or inverted?,Erect
Is the image in plane mirror same size?,Yes
What is lateral inversion?,Left-right reversal in mirror
Give one example of lateral inversion.,Text appears reversed in mirror
What happens when light is blocked?,Shadow is formed
Which type of mirror is used at home?,Plane mirror
Which mirror is used by dentists?,Concave mirror
Which mirror is used as security mirror?,Convex mirror
Which mirror gives magnified image?,Concave mirror
Which mirror gives diminished image?,Convex mirror
What is a pinhole camera?,Simple device to form image using light
What type of image is formed by pinhole camera?,Inverted real image
What happens to shadow when object comes closer to light?,Shadow becomes bigger
What happens to shadow when object moves away from light?,Shadow becomes smaller
What is the source of natural light?,Sun
Give one example of artificial light source.,Bulb
What is reflection of light?,Bouncing back of light
Which surface reflects most light?,Smooth surface
Which surface reflects less light?,Rough surface
What happens to light on rough surface?,Scattered
Can we see in dark?,No, because no light
Which colour reflects most light?,White
Which colour absorbs most light?,Black
Why do we see moon?,Because it reflects sunlight
What forms umbra?,Region of complete shadow
What forms penumbra?,Region of partial shadow
What is an image?,Optical appearance formed by mirror
