Question,Answer
What is light?,A form of energy that helps us see objects
What is a luminous object?,An object that gives out light
Give an example of luminous object.,Sun
What is a non-luminous object?,An object that does not give out light
Give an example of non-luminous object.,Moon
What is a shadow?,A dark patch formed when light is blocked by an object
What is reflection?,Bouncing back of light from a surface
What is a mirror?,A smooth reflecting surface
What type of mirror is used at home?,Plane mirror
What is a transparent object?,Object that allows light to pass through completely
Give an example of transparent object.,Glass
What is a translucent object?,Object that allows some light to pass through
Give an example of translucent object.,Butter paper
What is an opaque object?,Object that does not allow light to pass through
Give an example of opaque object.,Wood
What is an image?,Representation of an object formed by reflection
Where is image formed in plane mirror?,Behind the mirror
What is lateral inversion?,Left-right reversal in mirror image
Does a mirror change top and bottom?,No
What happens when light is blocked?,Shadow is formed
What is the shape of shadow?,Same as object
What happens to shadow when object is near light source?,Shadow becomes larger
What happens to shadow when object is far from light source?,Shadow becomes smaller
What happens to shadow at noon?,Smallest shadow
Which object does not form shadow?,Transparent object
Which object forms darkest shadow?,Opaque object
Which object forms faint shadow?,Translucent object
Can we see in the dark?,No
Why do we need light?,To see objects
What happens when light falls on mirror?,It reflects
What is a smooth surface?,Surface that reflects light well
What is a rough surface?,Surface that scatters light
What is scattering?,Spreading of light in different directions
What kind of image is formed by plane mirror?,Virtual and erect
Is the image same size as object in plane mirror?,Yes
Does mirror reverse front and back?,No
What is the source of natural light?,Sun
What is the source of artificial light?,Bulb
Name a device that reflects light.,Mirror
Name a device that gives light.,Torch
Can we see objects without light?,No
What happens to light in dark room?,No light means no visibility
Which surface gives clear reflection?,Smooth surface
Which surface gives blurred reflection?,Rough surface
Can we see our face in water?,Yes, if water surface is smooth
Why do shadows form?,Light travels in straight lines
What is rectilinear propagation of light?,Light travels in straight line
What happens to shadow when object moves?,Shadow position changes
What happens when mirror is tilted?,Image position changes
