Question,Answer
What is the main source of fresh water on Earth?,Rain.
What are the three states of water?,Solid, liquid, and gas.
What is evaporation?,Change of water into vapour.
What is condensation?,Change of water vapour into liquid water.
What is precipitation?,Falling of water from clouds as rain, snow or hail.
What is the water cycle?,Continuous circulation of water on Earth.
What causes evaporation?,Heat energy from the Sun.
Why does evaporation cause cooling?,It absorbs heat from surroundings.
What is transpiration?,Loss of water vapour from plant leaves.
What is groundwater?,Water stored under the Earth’s surface.
What are aquifers?,Underground layers storing water.
What is potable water?,Water safe for drinking.
Why should water be filtered?,To remove insoluble impurities.
What is sedimentation?,Settling down of heavy impurities.
What is decantation?,Pouring out clear liquid after sedimentation.
What is loading?,Adding alum to speed up sedimentation.
What is chlorination?,Adding chlorine to kill germs.
What is water pollution?,Contamination of water bodies.
Name two causes of water pollution.,Sewage and industrial waste.
What are water-borne diseases?,Diseases spread by contaminated water.
Give two examples of water-borne diseases.,Cholera and typhoid.
Why is water called a universal solvent?,It dissolves many substances.
What is conservation of water?,Saving and careful use of water.
What is rainwater harvesting?,Collecting and storing rainwater.
Why is rainwater harvesting important?,Recharges groundwater and saves water.
What is drought?,Long period of little or no rainfall.
What is flood?,Overflow of water causing submergence of land.
What is saline water?,Water containing dissolved salts.
Where is saline water found?,Seas and oceans.
Why is seawater not potable?,High salt content.
What is water table?,Upper level of groundwater.
What causes lowering of water table?,Overuse and deforestation.
How does deforestation affect water cycle?,Reduces transpiration and rainfall.
What is infiltration?,Seeping of water into soil.
What is percolation?,Downward movement of water through soil layers.
What is recharge of groundwater?,Refilling of underground water.
What is water scarcity?,Shortage of usable water.
What are the effects of water scarcity?,Lack of drinking water and crop failure.
What is a dam?,A barrier built to store river water.
Give one advantage of dams.,Water storage and irrigation.
Give one disadvantage of dams.,Displacement of people.
What is irrigation?,Supplying water to crops.
Name two modern irrigation methods.,Drip irrigation and sprinkler system.
Why is drip irrigation efficient?,Minimizes water wastage.
What is desalination?,Removing salt from seawater.
Is desalination widely used?,Limited use due to high cost.
What is wastewater?,Used water from homes and industries.
Why should wastewater be treated?,To prevent pollution and disease.
What is sewage?,Wastewater containing human waste.
What is the role of water treatment plants?,Purify water for safe use.
Why should we avoid wasting water?,Fresh water is limited on Earth.
