Question,Answer
Which nutrient gives us energy?,Carbohydrates
Which nutrient helps in body growth?,Proteins
Which nutrient protects us from diseases?,Vitamins
Which nutrient helps in proper functioning of body?,Minerals
Which nutrient helps in body insulation and storing energy?,Fats
Name one food rich in carbohydrates.,Rice
Name one food rich in proteins.,Egg
Name one food rich in vitamins.,Orange
Name one food rich in minerals.,Spinach
Which vitamin is obtained from sunlight?,Vitamin D
Which vitamin is found in citrus fruits?,Vitamin C
Which vitamin is found in carrots?,Vitamin A
Which vitamin is found in green leafy vegetables?,Vitamin K
Which mineral is found in milk?,Calcium
Which mineral is found in salt?,Sodium
Which mineral is found in eggs?,Iron
Which food helps in strong bones?,Milk
Which food helps in strong teeth?,Cheese
Which food helps in energy production?,Rice
Which food helps in building muscles?,Meat
Which food helps in preventing scurvy?,Orange
Which nutrient is needed in large amounts?,Carbohydrates
Which nutrient is needed in small amounts?,Vitamins
Which nutrient is required for repairing tissues?,Proteins
Which nutrient provides cushioning to organs?,Fats
Which vitamin prevents night blindness?,Vitamin A
Which vitamin helps in blood clotting?,Vitamin K
Which vitamin prevents rickets?,Vitamin D
Which mineral helps in forming haemoglobin?,Iron
Which mineral helps in bone formation?,Calcium
Which nutrient is obtained from butter?,Fats
Which nutrient is obtained from sugar?,Carbohydrates
Which nutrient is obtained from fish?,Proteins
Which nutrient is obtained from leafy vegetables?,Vitamins and minerals
Which food prevents anemia?,Spinach
Which food prevents rickets?,Milk
Which food prevents scurvy?,Orange
Which food is rich in proteins for vegetarians?,Lentils
Which food is rich in proteins for non-vegetarians?,Eggs
Which nutrient helps in energy storage?,Fats
Which nutrient is needed for enzyme formation?,Proteins
Which nutrient is water-soluble?,Vitamin C
Which nutrient is fat-soluble?,Vitamin A
Which food provides both protein and fat?,Egg
Which food provides both carbohydrate and protein?,Milk
Which nutrient deficiency causes night blindness?,Vitamin A
Which nutrient deficiency causes weak bones?,Calcium
Which nutrient deficiency causes bleeding gums?,Vitamin C
Which nutrient deficiency causes poor growth?,Proteins
Which nutrient deficiency causes brittle bones?,Vitamin D
Which nutrient is needed for proper metabolism?,Vitamins
Which food is rich in minerals for strong teeth?,Cheese
