Question,Answer
What is motion?,Change in position of an object with time.
What is rest?,No change in position of an object with time.
Can an object be in motion and rest at the same time?,Yes, relative to different reference points.
What is distance?,The length between two points.
What is standard unit of length?,Metre (m).
Name two non-standard units of length.,Handspan and footstep.
Why are standard units necessary?,To avoid confusion and ensure uniform measurement.
What is a measuring scale?,An instrument used to measure length.
What is the least count of a ruler?,The smallest division on a ruler, usually 1 mm.
What is measurement error?,Difference between measured value and true value.
What is a reference point?,A fixed point used to describe position or motion.
Define uniform motion.,Motion with equal distances in equal time intervals.
Define non-uniform motion.,Motion with unequal distances in equal time intervals.
What is periodic motion?,Motion that repeats at equal intervals of time.
Give an example of periodic motion.,Motion of a pendulum.
What is circular motion?,Motion along a circular path.
Give an example of circular motion.,Rotation of a fan.
What is rectilinear motion?,Motion along a straight line.
Give an example of rectilinear motion.,A train moving on straight track.
What is curved motion?,Motion along a curved path.
Give an example of curved motion.,Throwing a ball in air.
What is translatory motion?,Motion in which all parts move same distance in same time.
What is oscillatory motion?,To and fro motion about a mean position.
Give an example of oscillatory motion.,Swinging of a swing.
What is SI unit of length?,Metre.
What is SI unit of time?,Second.
What instrument measures time?,Clock or stopwatch.
What is speed?,Distance travelled per unit time.
Why is speed not introduced in Class 6 formally?,Concept is basic, detailed study in higher classes.
What is a scale reading error?,Error due to wrong reading of scale.
What is parallax error?,Error due to incorrect eye position while reading scale.
How should the eye be placed while measuring?,Directly above the marking.
Why is thread used to measure curved length?,Because scale cannot measure curved paths directly.
What is odometer?,Instrument to measure distance travelled by vehicles.
What is speedometer?,Instrument to measure speed of vehicles.
Can motion be along a zig-zag path?,Yes, it is non-linear motion.
What type of motion is the Earth’s rotation?,Rotational and periodic motion.
What type of motion is the Earth’s revolution?,Circular and periodic motion.
What is rotational motion?,Motion of an object about its own axis.
Give an example of rotational motion.,Spinning top.
What is the SI unit of speed?,Metre per second (m/s).
Why are footsteps unreliable for measurement?,Different people have different foot sizes.
What is the importance of zero marking on ruler?,Measurement must start from zero for accuracy.
What is the error if scale is broken at zero?,Start measuring from another mark and subtract initial reading.
What is displacement?,Shortest distance between initial and final positions.
Is displacement always equal to distance?,No, displacement can be less than distance.
Which is greater, distance or displacement?,Distance is always equal to or greater than displacement.
What is random motion?,Irregular motion without fixed path.
Give an example of random motion.,Movement of insects.
What is the importance of measurement in daily life?,Used in construction, travel, shopping, science.
