Question,Answer
What is garbage?,Waste material that is no longer useful
Give one example of household garbage.,Food waste
Give one example of industrial garbage.,Factory waste
What is segregation of garbage?,Separating different types of waste
Name two types of waste.,Biodegradable, Non-biodegradable
What is biodegradable waste?,Waste that can decompose naturally
Give an example of biodegradable waste.,Vegetable peels
What is non-biodegradable waste?,Waste that does not decompose easily
Give an example of non-biodegradable waste.,Plastic
Why should garbage be segregated?,To manage waste properly
What is composting?,Turning biodegradable waste into manure
What is recycling?,Converting waste into useful products
Give an example of recycled material.,Paper from old newspapers
Why is plastic harmful?,It pollutes soil and water
What is landfilling?,Disposing waste in designated areas
What is incineration?,Burning waste to reduce volume
Why should we reduce waste?,To save environment
What is e-waste?,Waste from electronic devices
Give one example of e-waste.,Old mobile phones
Why should e-waste be recycled?,To recover valuable materials
What is littering?,Throwing garbage in open areas
Why is littering harmful?,It pollutes environment
What is hazardous waste?,Waste that is dangerous to health
Give one example of hazardous waste.,Chemical waste
Why should garbage be collected regularly?,To prevent diseases
Name one tool to manage waste.,Dustbin
What is vermicomposting?,Using worms to convert waste into manure
Why should we avoid plastic bags?,They are non-biodegradable
What is the meaning of reduce?,Use less of resources
What is the meaning of reuse?,Use items again
What is the meaning of recycle?,Convert waste into new products
What is solid waste?,Waste in solid form
What is liquid waste?,Waste in liquid form
What is gas waste?,Waste in gaseous form
Why is water pollution caused by garbage?,Waste enters water bodies
Why is soil pollution caused by garbage?,Waste mixes with soil
What is the role of community in waste management?,Keep surroundings clean
What is the role of government in waste management?,Collect and dispose waste properly
What is the role of schools in waste management?,Educate students about cleanliness
Why should we avoid throwing garbage on streets?,It creates unhygienic conditions
Name one biodegradable material in kitchen.,Vegetable peel
Name one non-biodegradable material in kitchen.,Plastic wrap
What is a dustbin?,Container to collect garbage
Why should garbage be covered in dustbin?,To prevent spread of germs
What happens if garbage is burnt openly?,Air pollution
What is compost?,Manure made from biodegradable waste
How can we reduce paper waste?,Use both sides of paper
Why should we avoid single-use plastics?,They pollute environment
What is sustainable waste management?,Managing waste without harming nature
