Question,Answer
What is an electric cell?,A device that converts chemical energy into electrical energy.
What are the terminals of a cell?,Positive terminal and negative terminal.
How can you identify the positive terminal of a cell?,It has a raised metal cap.
What is an electric circuit?,A closed path through which electric current flows.
Why is a closed circuit necessary?,Current flows only in a complete loop.
What is an open circuit?,A circuit with a break where current cannot flow.
What is a switch?,A device used to open or close a circuit.
What is a conductor?,A material that allows electric current to pass through.
Give two examples of conductors.,Copper and aluminium.
What is an insulator?,A material that does not allow current to pass easily.
Give two examples of insulators.,Plastic and rubber.
What is a bulb?,An electric device that produces light when current flows.
Why does a bulb glow?,The filament gets heated due to current and emits light.
What is a filament?,A thin wire inside bulb that glows on heating.
Which metal is commonly used as filament?,Tungsten.
What is a torch?,A portable electric light device using cells.
What happens if the circuit is incomplete?,The bulb will not glow.
Why does the bulb not glow when switch is OFF?,Circuit is open.
What is a battery?,A combination of two or more cells.
Why are cells connected in series?,To increase voltage.
What happens if cells are connected wrongly?,The bulb may not glow.
What is short circuit?,When positive and negative terminals connect directly.
Why is short circuit dangerous?,It can cause overheating and damage.
What is electric current?,Flow of electric charge in a circuit.
Can current flow in water?,Yes, if water contains dissolved salts.
Why does pure water not conduct electricity?,Because it lacks free ions.
What is a tester?,A device to check conductivity of materials.
What is the role of connecting wires?,To provide path for current flow.
Why are wires coated with plastic?,For insulation and safety.
What happens if insulation is damaged?,Risk of electric shock.
What is the direction of current?,From positive to negative terminal (conventional).
What is a circuit diagram?,A symbolic representation of a circuit.
What is a symbol of an electric cell?,Two parallel lines of unequal length.
What is a symbol of a switch (open)?,A break in the line.
What is a symbol of a bulb?,A circle with filament inside.
What is continuity?,Unbroken path for current flow.
What happens if filament breaks?,Bulb will not glow.
Why does a bulb fuse?,Due to excess current or overheating.
What is LED?,Light Emitting Diode.
Why are LEDs preferred?,They consume less power and last longer.
What is electric shock?,Harmful effect of current passing through body.
Why should we not touch bare wires?,Risk of electric shock.
What is earthing?,Providing a safe path for leakage current to ground.
Why is metal body of appliances earthed?,To prevent electric shock.
What happens if wet hands touch switch?,Higher risk of shock due to conductivity of water.
What is a fuse?,A safety device that breaks circuit on excess current.
Why is fuse made of thin wire?,It melts easily when current is high.
What happens when fuse blows?,Circuit breaks and devices stop working.
What is a dry cell?,A portable electric cell used in torches.
Why is circuit testing important?,To detect faults and ensure safety.
