Question,Answer
What is garbage?,Waste material we throw away
Give one example of biodegradable waste.,Vegetable peels
Give one example of non-biodegradable waste.,Plastic
What is decomposition?,Breaking down of waste by microorganisms
Which waste can rot naturally?,Biodegradable waste
Which waste cannot rot naturally?,Non-biodegradable waste
Why should we separate waste?,For proper disposal and recycling
Which dustbin is used for biodegradable waste?,Green dustbin
Which dustbin is used for non-biodegradable waste?,Blue dustbin
Give one example of recyclable waste.,Paper
Give one example of non-recyclable waste.,Plastic bag
Why should we reduce use of plastic?,It causes pollution
What is composting?,Process of turning biodegradable waste into manure
Name one product obtained from composting.,Manure
What is incineration?,Burning waste to reduce its volume
Which waste is burned in incineration?,Non-recyclable waste
What is landfilling?,Burying waste in pits
Which waste is sent to landfills?,Non-biodegradable waste
Why is garbage harmful?,Causes pollution and diseases
Give one effect of improper garbage disposal.,Air pollution
Give one effect of improper garbage disposal.,Water pollution
Give one effect of improper garbage disposal.,Soil pollution
Which microorganisms decompose waste?,Bacteria and fungi
Which waste can be used for energy production?,Biogas
What is biogas?,Gas obtained from decomposed organic waste
Which waste can be recycled into new products?,Non-biodegradable recyclable waste
Give one method to reduce garbage.,Reduce, reuse, recycle
What is reuse?,Using items again
Give one example of reuse.,Using old bottles
What is recycle?,Processing waste to make new products
Give one example of recycling.,Plastic bottles to new bottles
Which type of waste is harmful to animals?,Plastic and metals
Which type of waste is harmful to humans?,Medical and chemical waste
Which type of waste can be used for garden?,Kitchen waste
Which type of waste is collected by municipal workers?,Household garbage
Which type of waste should not be thrown in drains?,Plastic and chemical waste
What is e-waste?,Electronic waste like batteries and old devices
Give one example of e-waste.,Old mobile phones
Why should we segregate waste?,To manage and recycle properly
Which waste decomposes in soil?,Biodegradable waste
Which waste clogs drainage?,Plastic
Which waste can cause respiratory diseases?,Dust and chemical waste
Which waste is collected separately for recycling?,Plastic, paper, glass
What is vermicomposting?,Composting using earthworms
Give one benefit of composting.,Fertilizer for plants
Give one way to reduce waste at home.,Use cloth bags
Give one way to reduce waste at school.,Avoid disposable items
Which government program helps in waste management?,Swachh Bharat Mission
Why is cleanliness important?,Prevents diseases and pollution
Which dustbin should not mix with others?,Hazardous waste dustbin
Which waste can be converted into biogas?,Kitchen waste
Which type of waste pollutes water?,Plastic and chemicals
