Question,Answer
What is garbage?,Waste material that is discarded after use.
What is the difference between biodegradable and non-biodegradable waste?,Biodegradable decomposes naturally, non-biodegradable does not.
Give two examples of biodegradable waste.,Vegetable peels and paper.
Give two examples of non-biodegradable waste.,Plastic and glass.
Why should we separate garbage?,To recycle and properly dispose of different types of waste.
What is composting?,Process of converting organic waste into manure.
Why is composting important?,Reduces waste and enriches soil.
What is recycling?,Process of making new products from old materials.
Give two examples of recyclable materials.,Paper and plastic bottles.
What is reusing?,Using an item more than once.
Give two examples of reusing.,Glass jars and old clothes.
What is landfilling?,Disposing waste by burying in ground.
What is incineration?,Burning waste to reduce volume.
Why is plastic harmful?,It is non-biodegradable and pollutes environment.
What are e-wastes?,Discarded electronic devices.
Why should e-wastes be recycled?,To recover valuable metals and reduce pollution.
What is hazardous waste?,Waste harmful to humans and environment.
Give two examples of hazardous waste.,Batteries and chemicals.
What is vermicomposting?,Composting using earthworms.
Why is vermicomposting useful?,Produces nutrient-rich manure.
What is a landfill site?,Place where waste is buried.
What is segregation of waste?,Separating waste into biodegradable and non-biodegradable.
Why should we reduce waste?,To conserve resources and protect environment.
What is municipal solid waste?,Garbage collected from homes, streets, and offices.
What is the role of citizen in waste management?,Reduce, reuse, recycle and dispose properly.
What is the meaning of 'Reduce'?,Minimizing the amount of waste generated.
What is the meaning of 'Reuse'?,Using products again for same or different purpose.
What is the meaning of 'Recycle'?,Processing waste into new products.
Why should plastic bags be avoided?,They pollute environment and take long to decompose.
What is compost pit?,A pit used for decomposing organic waste.
What is vermi-bed?,Layered bed of organic waste for earthworms.
What is biodegradable material?,Material that can decompose naturally.
What is non-biodegradable material?,Material that does not decompose easily.
Give one effect of improper waste disposal.,Pollution of soil, water, and air.
How does waste affect health?,Spreads diseases and infections.
What is waste segregation at source?,Separating waste at home before collection.
What is organic waste?,Kitchen or garden waste.
What is inorganic waste?,Plastic, metal, glass, etc.
What is the importance of reducing paper waste?,Saves trees and forest resources.
Why should we avoid burning plastic?,It releases toxic gases.
What is compost manure?,Nutrient-rich fertilizer obtained from decomposed waste.
What is a dustbin?,Container to collect waste.
What is recycling plant?,Facility where waste is processed for reuse.
Why should we avoid littering?,Keeps environment clean and reduces pollution.
What is upcycling?,Making useful products from old or discarded items.
Give an example of upcycling.,Turning old bottles into flower vases.
What is bio-gas?,Gas produced by decomposition of organic waste.
Why is bio-gas important?,Used as fuel and reduces pollution.
What is the 3R principle?,Reduce, Reuse, Recycle.
How can schools help in waste management?,By creating awareness and practicing 3R principle.
What is community composting?,Collective composting of organic waste by a group.
What is the role of government in waste management?,Provide infrastructure, regulations, and awareness programs.
Why is proper waste management necessary?,Protects environment, conserves resources, and ensures public health.
