Question,Answer
What is practical geometry?,Practical geometry deals with drawing shapes using instruments like ruler and compass.
What instruments are used in practical geometry?,Ruler, compass, protractor, and set squares are used.
What is a line segment?,A part of a line with two fixed end points.
What is a ray?,A part of a line with one fixed end point and extending infinitely.
What is a line?,A straight path extending in both directions.
What is a point?,A point shows a position and has no length or breadth.
What is a ruler used for?,A ruler is used to draw straight lines and measure length.
What is a compass used for?,A compass is used to draw circles and arcs.
What is a protractor used for?,A protractor is used to measure and draw angles.
What is the use of set square?,Set squares are used to draw perpendicular and parallel lines.
What is a circle?,A circle is a set of points at equal distance from a fixed point.
What is the centre of a circle?,The fixed point from which all points on the circle are equidistant.
What is a radius?,Radius is the distance from centre to any point on the circle.
What is a diameter?,Diameter is twice the radius of a circle.
How do you draw a line segment?,By marking two points and joining them with a ruler.
How do you draw a circle?,By fixing the compass at centre and rotating it.
What is an angle?,An angle is formed by two rays with a common endpoint.
What is a right angle?,An angle measuring 90 degrees.
What is a straight angle?,An angle measuring 180 degrees.
What is an acute angle?,An angle less than 90 degrees.
What is an obtuse angle?,An angle greater than 90 degrees but less than 180 degrees.
How do you draw a right angle?,Using protractor or set square.
How do you draw a line parallel to a given line?,Using set squares or ruler method.
How do you draw a perpendicular line?,Using set squares.
What is construction?,Construction means drawing shapes accurately using instruments.
What is the importance of practical geometry?,It helps in drawing accurate geometric figures.
What is a polygon?,A closed figure made of line segments.
What is a triangle?,A polygon with three sides.
What is a quadrilateral?,A polygon with four sides.
How do you draw a triangle?,By drawing three line segments joining three points.
How do you draw a rectangle?,By drawing two pairs of equal and parallel sides.
How do you draw a square?,By drawing four equal sides with right angles.
What is an arc?,A part of the circumference of a circle.
What is the circumference?,The boundary of a circle.
How do you bisect a line segment?,By drawing arcs from both ends using compass.
What is bisection?,Dividing a line or angle into two equal parts.
How do you bisect an angle?,Using compass and ruler method.
What is a construction step?,A step followed to draw a figure.
What is accuracy in geometry?,Drawing exact figures without error.
Why is compass important?,It helps draw circles and arcs accurately.
Why is ruler important?,It helps draw straight lines.
What is neatness in construction?,Keeping drawings clean and clear.
Explain importance of geometry instruments.,They help in precise construction.
What is a vertex?,The common endpoint of two rays.
What is a baseline?,The base line used for construction.
What is a measurement?,Finding length or angle value.
Why is practice important in geometry?,It improves drawing skills.
Explain real-life use of practical geometry.,Used in engineering, architecture, and design.
What is a geometrical drawing?,An accurate drawing of geometric figures.
