Question,Answer
Define integers and give examples.,Integers are whole numbers that include positive numbers negative numbers and zero for example -5 -2 0 3 7
Explain positive integers remembering the sign convention.,Positive integers are numbers greater than zero and are written with a plus sign or no sign for example +1 +4 6
Explain negative integers with daily life examples.,Negative integers are numbers less than zero for example -1 -3 -10 and are used to show loss depth below sea level temperature below zero and debt
What is zero Explain its position on number line.,Zero is neither positive nor negative and lies between positive and negative integers at the centre of the number line
Draw and explain number line for integers.,A number line is a straight line with zero at the centre positive integers to the right and negative integers to the left
Compare -3 and 2 and explain.,2 is greater than -3 because any positive number is greater than any negative number on the number line
Explain the ordering of integers on number line.,On number line numbers increase as we move right and decrease as we move left negative integers lie to the left of zero and positive to the right
What is the successor of an integer Explain with example.,The successor of an integer is the next integer obtained by adding 1 for example successor of 4 is 5 and of -2 is -1
What is the predecessor of an integer Explain with example.,The predecessor of an integer is the previous integer obtained by subtracting 1 for example predecessor of 5 is 4 and of -2 is -3
Find the successor and predecessor of 0.,The successor of 0 is 1 and the predecessor of 0 is -1
Explain addition of integers using number line.,In addition we move right for adding positive numbers and move left for adding negative numbers on the number line
Add -3 and -5 using number line.,Both are negative so we move 3 steps left then 5 steps left from zero and reach -8
Add 4 and -2 using number line.,Start from 4 and move 2 steps left to reach 2 so the sum is 2
Add -6 and 2 using number line.,Start from -6 and move 2 steps right to reach -4 so the sum is -4
Explain subtraction of integers using number line.,In subtraction we change the sign of the number being subtracted and then add using number line
Subtract 3 from 7 using number line.,Start from 7 and move 3 steps left to reach 4 so the answer is 4
Subtract -2 from 5 using number line.,Subtracting -2 means adding 2 so from 5 move 2 steps right to reach 7
Subtract 4 from -3 using number line.,Start from -3 and move 4 steps left to reach -7
Explain rules for addition of integers.,If both integers have same sign add their values and keep the sign if different signs subtract smaller absolute value from larger and keep the sign of the larger number
Explain rules for subtraction of integers.,To subtract an integer change its sign and then add to the first number
Add two negative integers with example.,When adding two negative integers we add their values and put negative sign for example -3 + -4 = -7
Add one positive and one negative integer with example.,Subtract smaller absolute value from larger and take sign of larger for example 5 + -3 = 2
Explain absolute value of an integer.,Absolute value of an integer is its distance from zero on the number line without sign for example absolute value of -5 is 5
Find absolute value of -9 and 6.,Absolute value of -9 is 9 and of 6 is 6
Explain integers in real life with examples.,Integers are used to represent profit and loss temperature above and below zero floors above and below ground level and bank balance
Explain comparison of integers.,A number lying to the right on number line is greater than the one on left so any positive number is greater than zero and zero is greater than any negative number
Which is greater -2 or -5 Explain.,-2 is greater than -5 because -2 lies to the right of -5 on the number line
Explain additive identity for integers.,Zero is the additive identity because when any integer is added to zero the result is the same integer
Explain additive inverse of an integer.,The additive inverse of an integer is the number which when added to the integer gives zero for example additive inverse of 5 is -5
Find additive inverse of -7.,The additive inverse of -7 is 7
Explain commutative property of addition of integers.,The order of adding integers does not change the sum for example 3 + -2 = -2 + 3
Explain associative property of addition of integers.,The way integers are grouped in addition does not change the sum for example (2 + -3) + 5 = 2 + (-3 + 5)
Explain closure property of integers under addition.,When two integers are added the result is always an integer so integers are closed under addition
Explain closure property of integers under subtraction.,When one integer is subtracted from another the result is always an integer so integers are closed under subtraction
Arrange -1 3 -5 0 2 in ascending order.,-5 -1 0 2 3
Arrange -4 -2 1 5 0 in descending order.,5 1 0 -2 -4
Explain representation of integers on number line.,Integers are shown as equally spaced points on a straight line with zero at the centre negatives on left and positives on right
Solve 7 + (-10) and explain.,The numbers have different signs so subtract 7 from 10 and take negative sign so the result is -3
Solve -8 + 3 and explain.,The numbers have different signs so subtract 3 from 8 and take negative sign so the result is -5
Solve -6 + -4 and explain.,Both are negative so add 6 and 4 and keep negative sign so the result is -10
Solve 9 - 12 and explain.,9 - 12 = 9 + (-12) = -3
Solve -5 - 7 and explain.,-5 - 7 = -5 + (-7) = -12
Explain comparison of integers using signs.,Positive numbers are greater than zero and zero is greater than negative numbers among negatives the number with smaller absolute value is greater
Explain why zero is neither positive nor negative.,Zero shows absence of quantity and lies between positive and negative numbers so it is neither positive nor negative
