Question,Answer
What are decimal numbers? Give two examples.,Decimal numbers are numbers written with a decimal point. Examples: 2.5, 0.75.
Explain place value system in decimals.,In decimals, digits to the right of decimal represent tenths, hundredths, thousandths, etc.
Write 3.4 in words and explain.,3.4 is read as three point four or three and four-tenths.
Convert 1/10 into decimal.,1/10 = 0.1
Convert 5/10 into decimal.,5/10 = 0.5
Convert 25/100 into decimal.,25/100 = 0.25
Convert 3/4 into decimal.,3/4 = 0.75
Convert 7/10 into decimal.,7/10 = 0.7
Write 0.6 in fraction form.,0.6 = 6/10
Write 0.25 in fraction form.,0.25 = 25/100
Add 2.3 and 1.4.,2.3 + 1.4 = 3.7
Add 4.5 and 2.2.,4.5 + 2.2 = 6.7
Subtract 5.6 − 2.3.,5.6 − 2.3 = 3.3
Subtract 9.2 − 4.5.,9.2 − 4.5 = 4.7
Compare 0.5 and 0.8.,0.8 is greater than 0.5
Compare 2.35 and 2.53.,2.53 is greater than 2.35
Arrange 0.3, 0.7, 0.5 in ascending order.,0.3, 0.5, 0.7
Arrange 1.2, 1.5, 1.1 in descending order.,1.5, 1.2, 1.1
Explain how to add decimals.,Decimals are added by aligning decimal points and adding place values.
Explain how to subtract decimals.,Decimals are subtracted by aligning decimal points and subtracting digit by digit.
Convert 2 rupees 50 paise into decimal.,₹2.50
Write 0.9 in words.,Zero point nine
Write 5.06 in words.,Five point zero six
Explain decimal representation of money.,Money is written in decimals such as ₹12.75 means 12 rupees 75 paise.
Find the sum of 1.5 + 2.5.,1.5 + 2.5 = 4.0
Find the difference of 6.0 − 2.5.,6.0 − 2.5 = 3.5
Write 0.04 in fraction.,0.04 = 4/100
Write 0.2 in fraction.,0.2 = 2/10
Compare 0.09 and 0.9.,0.9 is greater than 0.09
Arrange 0.25, 0.05, 0.5 in ascending order.,0.05, 0.25, 0.5
Write 10/100 as decimal.,10/100 = 0.10
Explain importance of decimals in daily life.,Decimals are used in money, measurement, weight, and length.
Convert 1/4 into decimal.,1/4 = 0.25
Convert 3/10 into decimal.,3/10 = 0.3
Find 2.5 + 3.5.,2.5 + 3.5 = 6.0
Find 7.8 − 3.2.,7.8 − 3.2 = 4.6
Write 0.125 in fraction.,0.125 = 125/1000
Compare 1.01 and 1.001.,1.01 is greater than 1.001
Write 0.0 in words.,Zero point zero
Explain tenths and hundredths.,Tenths are one part of ten; hundredths are one part of hundred.
Convert 9/10 into decimal.,9/10 = 0.9
Convert 99/100 into decimal.,99/100 = 0.99
Write 4.75 in fraction.,4.75 = 475/100
Explain decimal place value with example.,In 2.345, 3 is tenths, 4 is hundredths, 5 is thousandths.
Compare 3.2 and 3.20.,Both are equal.
