Question,Answer
What is mensuration?,Mensuration is the branch of mathematics that deals with measurement of length, area and volume.
Define perimeter.,Perimeter is the total length of the boundary of a closed figure.
What is area?,Area is the region covered by a closed figure.
What is the unit of length?,The standard unit of length is metre.
What is the unit of area?,The standard unit of area is square metre.
What is the unit of volume?,The standard unit of volume is cubic metre.
Define rectangle.,A rectangle is a quadrilateral with opposite sides equal and all angles 90°.
Define square.,A square is a rectangle with all sides equal.
What is the perimeter of a rectangle?,Perimeter of rectangle = 2 × (length + breadth)
What is the perimeter of a square?,Perimeter of square = 4 × side
What is the area of a rectangle?,Area of rectangle = length × breadth
What is the area of a square?,Area of square = side × side
Find the perimeter of a square of side 5 cm.,Perimeter = 4 × 5 = 20 cm
Find the area of a square of side 6 cm.,Area = 6 × 6 = 36 cm²
Find the perimeter of a rectangle of length 8 cm and breadth 4 cm.,Perimeter = 2 × (8 + 4) = 24 cm
Find the area of a rectangle of length 7 cm and breadth 3 cm.,Area = 7 × 3 = 21 cm²
What is the meaning of unit square?,A square of side 1 unit used to measure area.
What is the boundary of a figure?,The outer line of a figure is called its boundary.
Define plane figure.,A flat shape having length and breadth only.
Define solid figure.,A 3D figure having length, breadth and height.
What is the unit of perimeter?,Perimeter is measured in units of length like cm or m.
Why area is measured in square units?,Because area covers two dimensions.
What is the area of a floor?,The space covered by the floor surface.
Explain real-life use of mensuration.,Used in measuring rooms, fields, and objects.
Find the area of rectangle 10 cm × 5 cm.,Area = 10 × 5 = 50 cm²
Find the perimeter of rectangle 9 cm × 2 cm.,Perimeter = 2 × (9 + 2) = 22 cm
Find the area of square of side 9 cm.,Area = 9 × 9 = 81 cm²
Find the perimeter of square of side 12 cm.,Perimeter = 4 × 12 = 48 cm
Explain difference between area and perimeter.,Area is surface covered; perimeter is boundary length.
What is the area of a book cover?,Length × breadth of the cover.
What is the perimeter of a garden?,Total length around the garden.
Define length.,Length is the measure from one end to another.
Define breadth.,Breadth is the width of a figure.
What is height?,Height is the vertical measure of a figure.
What is a measuring tape?,An instrument used to measure length.
Explain how to find area of classroom.,Multiply length and breadth of classroom.
Explain how to find perimeter of playground.,Add all side lengths of playground.
What is a closed figure?,A figure whose boundary encloses a region.
Give example of perimeter in daily life.,Fencing a field.
Give example of area in daily life.,Covering a floor with tiles.
What is a rectangular region?,A region bounded by a rectangle.
Explain with example: unit conversion in length.,100 cm = 1 m
Explain square centimetre.,Area of square of side 1 cm.
Explain square metre.,Area of square of side 1 metre.
What is the surface of table?,Top area of the table.
Why is mensuration important?,It helps in measuring land, rooms and materials.
