Question,Answer
Write the successor of 456 and 999.,457 and 1000
Write the predecessor of 500 and 1000.,499 and 999
Write the smallest 3-digit and 4-digit numbers.,100 and 1000
Write the greatest 2-digit and 3-digit numbers.,99 and 999
Find the sum of 25 and 37.,62
Find the difference between 85 and 49.,36
Find the product of 12 and 11.,132
Find the quotient when 144 is divided by 12.,12
Write 305 in expanded form.,300 + 5
Write 4,208 in expanded form.,4000 + 200 + 8
Write 1,234 in words.,One thousand two hundred thirty-four
Write 5,678 in words.,Five thousand six hundred seventy-eight
Find the sum of first 5 natural numbers.,15
Find the sum of first 10 whole numbers.,55
Write the numbers from 25 to 35.,25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35
Find the difference between the greatest 3-digit number and 456.,999 − 456 = 543
Write the predecessor and successor of 999.,998 and 1000
Write the sum of 67 and 89.,156
Write the difference of 123 − 78.,45
Write the product of 15 × 6.,90
Write the quotient of 72 ÷ 8.,9
Find the sum of 25 + 36 + 49.,110
Find the difference of 200 − 78.,122
Find the product of 11 × 12.,132
Find the quotient when 144 ÷ 12.,12
Write 1,205 in expanded form.,1000 + 200 + 5
Write 6,034 in expanded form.,6000 + 30 + 4
Write 1,345 in words.,One thousand three hundred forty-five
Write 3,567 in words.,Three thousand five hundred sixty-seven
Find the sum of first 6 natural numbers.,21
Find the sum of first 7 whole numbers.,21
Write the numbers from 50 to 60.,50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60
Find the difference between 1,000 and 678.,322
Find the sum of 123 + 456.,579
Find the product of 14 × 12.,168
Find the quotient of 144 ÷ 12.,12
Write the predecessor and successor of 4567.,4566 and 4568
Write 5,009 in expanded form.,5000 + 9
Write 2,304 in expanded form.,2000 + 300 + 4
Write 1,234 in words.,One thousand two hundred thirty-four
Write 4,567 in words.,Four thousand five hundred sixty-seven
Find the sum of first 8 natural numbers.,36
Find the sum of first 9 whole numbers.,36
Write the numbers from 70 to 80.,70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80
Find the difference between 2,345 and 1,234.,1111
Find the product of 12 × 11.,132
Find the quotient when 132 ÷ 12.,11
Write the predecessor and successor of 9999.,9998 and 10000
Write 6,208 in expanded form.,6000 + 200 + 8
Write 1,567 in words.,One thousand five hundred sixty-seven
Find the sum of first 10 natural numbers.,55
Find the sum of first 12 whole numbers.,66
