Question,Answer
Symmetry means __ on both sides.,Same
A figure is symmetrical if it can be divided into two __ halves.,Equal
The line that divides a figure into two equal halves is called the line of __.,Symmetry
A square has __ lines of symmetry.,4
A rectangle has __ lines of symmetry.,2
A circle has __ lines of symmetry.,Infinite
An equilateral triangle has __ lines of symmetry.,3
An isosceles triangle has __ line of symmetry.,1
A scalene triangle has __ lines of symmetry.,0
A regular hexagon has __ lines of symmetry.,6
A regular pentagon has __ lines of symmetry.,5
A regular octagon has __ lines of symmetry.,8
A square has rotational symmetry of order __.,4
A rectangle has rotational symmetry of order __.,2
A circle has rotational symmetry of order __.,Infinite
An equilateral triangle has rotational symmetry of order __.,3
A line of symmetry is also called __ line.,Mirror
The two halves of a symmetrical figure are mirror __ of each other.,Images
The shape of a butterfly is usually __.,Symmetrical
The shape of a leaf is often __.,Symmetrical
The capital letter A has __ line of symmetry.,One
The capital letter B has __ line of symmetry.,One
The capital letter C has __ line of symmetry.,One
The capital letter H has __ lines of symmetry.,Two
The capital letter O has __ lines of symmetry.,Infinite
The capital letter X has __ lines of symmetry.,Two
The capital letter M has __ line of symmetry.,One
The capital letter T has __ line of symmetry.,One
The capital letter Z has __ lines of symmetry.,Zero
The capital letter E has __ line of symmetry.,One
A heart shape is generally __.,Symmetrical
The reflection of a figure across a line is called its __.,Mirror image
The line along which a figure is folded to get two equal parts is called the __.,Line of symmetry
If a figure has no line of symmetry, it is called __.,Asymmetrical
A square can be folded along its diagonal to form two __ halves.,Equal
A circle looks the same after rotation by __ degrees.,Any
The order of rotational symmetry of an equilateral triangle is __.,3
The order of rotational symmetry of a square is __.,4
The order of rotational symmetry of a rectangle is __.,2
The order of rotational symmetry of a rhombus is __.,2
The order of rotational symmetry of a regular pentagon is __.,5
The order of rotational symmetry of a regular hexagon is __.,6
The letter V has __ line of symmetry.,One
The letter Y has __ line of symmetry.,One
The letter K has __ lines of symmetry.,Zero
The letter I has __ lines of symmetry.,Two
The letter U has __ line of symmetry.,One
A shape that looks the same on folding is called __.,Symmetrical
The mirror image of an object is its __.,Reflection
