Question,Answer
The comparison of two quantities by division is called a ______.,Ratio
The equality of two ratios is called ______.,Proportion
The ratio 2:3 is read as ______.,Two is to three
The first term of a ratio is called the ______.,Antecedent
The second term of a ratio is called the ______.,Consequent
To simplify a ratio, we divide both terms by their ______.,HCF
The ratio 6:9 in simplest form is ______.,2:3
The ratio 15:20 in simplest form is ______.,3:4
If two ratios are equal, they are said to be in ______.,Proportion
In the proportion a:b = c:d, we have a × d = ______.,b × c
The ratio of 10 cm to 1 m is ______.,1:10
The ratio of 500 g to 1 kg is ______.,1:2
The ratio of 1 hour to 30 minutes is ______.,2:1
Two ratios can be compared only when they are in the same ______.,Units
The fourth term in a:b = c:d is called the ______.,Fourth proportional
If 2:3 = x:9, then x = ______.,6
If 5:7 = x:21, then x = ______.,15
The ratio of boys to girls in a class of 12 boys and 18 girls is ______.,2:3
The ratio 4:4 in simplest form is ______.,1:1
The ratio 12:18 simplifies to ______.,2:3
The ratio 7:21 simplifies to ______.,1:3
The ratio of 45 minutes to 1 hour is ______.,3:4
The ratio of 250 ml to 1 litre is ______.,1:4
The ratio of 2 kg to 500 g is ______.,4:1
The ratio of 20 rupees to 1 rupee is ______.,20:1
If 6:9 = 10:x, then x = ______.,15
The ratio of 0.5 to 1 in simplest form is ______.,1:2
The ratio of 0.2 to 0.5 in simplest form is ______.,2:5
The ratio of 3/4 to 5/6 is ______.,9:10
The ratio of 1/2 to 3/4 is ______.,2:3
If 4:x = 8:12, then x = ______.,6
The ratio of 40 paise to 1 rupee is ______.,2:5
The ratio of 3 dozen to 18 is ______.,2:1
The ratio of 2.5:5 in simplest form is ______.,1:2
If 8:12 = x:18, then x = ______.,12
The ratio of 9 kg to 300 g is ______.,30:1
The ratio 16:24 simplifies to ______.,2:3
The ratio 18:27 simplifies to ______.,2:3
If 7:x = 14:20, then x = ______.,10
The ratio of 0.75 to 0.25 in simplest form is ______.,3:1
The ratio of 5 hours to 20 minutes is ______.,15:1
If 3:4 = x:12, then x = ______.,9
The ratio 25:100 in simplest form is ______.,1:4
If 9:15 = x:20, then x = ______.,12
The ratio of 600 m to 1.5 km is ______.,2:5
The ratio 1:0 is ______.,Not defined
The mean proportional between 4 and 16 is ______.,8
